name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
chris-wondolowski;SJ;32;31;2813;27;0;0;0.86;0;5;7;0;127;55;43.3;21.3;28;0;34
kenny-cooper;RBNY;33;26;2505;18;0;0;0.65;0;3;3;0;84;46;54.8;21.4;21;2;21
alvaro-saborio;RSL;31;26;2390;17;0;0;0.64;0;3;3;0;87;40;46;19.5;37;0;20
robbie-keane;LA;28;28;2519;16;0;0;0.57;0;1;2;0;94;43;45.7;17;27;2;25
thierry-henry;RBNY;25;24;2108;15;0;0;0.64;0;0;0;0;88;37;42;17.1;24;69;27
eddie-johnson;SEA;28;24;2120;14;0;0;0.59;0;0;0;0;72;25;34.7;19.4;35;0;17
alan-gordon;SJ;23;13;1297;13;0;0;0.9;0;0;0;0;43;25;58.1;30.2;15;0;20
fredy-montero;SEA;33;28;2576;13;0;0;0.45;0;0;0;0;126;46;36.5;10.3;24;10;21
will-bruin;HOU;32;31;2510;12;0;0;0.43;0;0;0;0;78;35;44.9;15.4;12;0;16
chris-pontius;DC;31;26;2340;12;0;0;0.46;0;1;1;0;71;29;40.9;16.9;5;14;16
kei-kamara;SKC;33;32;2871;11;0;0;0.34;0;2;3;0;134;49;36.6;8.2;12;3;19
saer-sene;NE;25;23;1934;11;0;0;0.51;0;1;1;0;75;35;46.7;14.7;15;0;14
steven-lenhart;SJ;26;18;1623;10;0;0;0.55;0;0;0;0;64;33;51.6;15.6;27;1;12
jairo-arrieta;CLB;18;18;1534;9;0;0;0.53;0;0;0;0;41;21;51.2;21.9;41;0;13
patrice-bernier;MTL;27;25;2194;9;0;0;0.37;0;6;6;0;32;15;46.9;28.1;0;15;17
landon-donovan;LA;26;25;2256;9;0;0;0.36;0;2;2;0;65;29;44.6;13.8;5;36;23
fabian-espindola;RSL;30;27;2293;9;0;0;0.35;0;0;0;0;69;30;43.5;13;21;4;16
eddie-gaven;CLB;34;34;2990;9;0;0;0.27;0;0;0;0;55;27;49.1;16.4;10;2;11
danny-koevermans;TOR;16;12;1186;9;0;0;0.68;0;0;0;0;39;24;61.5;23.1;16;0;11
blas-perez;DAL;20;19;1705;9;0;0;0.48;0;0;1;0;53;23;43.4;17;18;0;13
cj-sapong;SKC;31;24;2210;9;0;0;0.37;0;0;0;0;61;24;39.3;14.8;16;0;11
jaime-castrillon;COL;30;29;2417;8;0;0;0.3;0;0;0;0;50;18;36;16;0;0;12
brad-davis;HOU;31;28;2523;8;0;0;0.29;0;3;4;0;53;22;41.5;15.1;0;112;20
simon-dawkins;SJ;27;21;1846;8;0;0;0.39;0;0;0;0;65;24;36.9;12.3;3;15;9
jack-mcinerney;PHI;25;18;1630;8;0;0;0.44;0;0;0;0;42;19;45.2;19.1;29;2;11
chris-rolfe;CHI;22;19;1760;8;0;0;0.41;0;1;1;0;58;20;34.5;13.8;5;1;11
david-beckham;LA;24;23;1985;7;0;0;0.32;0;0;0;0;40;18;45;17.5;0;119;16
kris-boyd;POR;26;22;1893;7;0;0;0.33;0;0;0;0;63;28;44.4;11.1;28;0;8
dwayne-de-rosario;DC;26;25;2195;7;0;0;0.29;0;0;1;0;81;26;32.1;8.6;33;16;19
maicon-santos;DC;26;16;1470;7;0;0;0.43;0;0;0;0;64;19;29.7;10.9;21;2;10
ryan-johnson;TOR;31;31;2769;7;0;0;0.23;0;0;1;0;67;23;34.3;10.4;21;0;12
darren-mattocks;VAN;21;15;1300;7;0;0;0.48;0;0;0;0;38;16;42.1;18.4;12;0;8
juninho;LA;32;30;2666;7;0;0;0.24;0;0;0;0;52;20;38.5;13.5;0;20;11
fabian-castillo;DAL;26;23;1892;6;0;0;0.29;0;0;0;0;36;19;52.8;16.7;14;8;9
omar-cummings;COL;28;23;2000;6;0;0;0.27;0;0;1;0;76;29;38.2;7.9;22;1;8
nick-deleon;DC;28;25;2175;6;0;0;0.25;0;0;0;0;44;22;50;13.6;6;45;10
gabriel-gomez;PHI;24;18;1577;6;0;0;0.34;0;1;1;0;30;9;30;20;2;7;6
darlington-nagbe;POR;33;31;2777;6;0;0;0.19;0;0;0;0;50;16;32;12;6;0;8
sanna-nyassi;MTL;28;17;1716;6;0;0;0.31;0;0;0;0;58;31;53.5;10.3;20;1;9
dominic-oduro;CHI;33;21;1823;6;0;0;0.3;0;0;0;0;54;25;46.3;11.1;32;0;9
marco-pappa;CHI;22;20;1615;6;0;0;0.33;0;0;0;0;69;21;30.4;8.7;3;33;11
hamdi-salihi;DC;22;10;944;6;0;0;0.57;0;0;0;0;32;17;53.1;18.8;6;0;6
freddy-adu;PHI;24;20;1468;5;0;0;0.31;0;2;2;0;33;13;39.4;15.2;3;65;6
teal-bunbury;SKC;22;14;1247;5;0;0;0.36;0;0;0;0;50;16;32;10;9;2;6
brian-ching;HOU;30;13;1385;5;0;0;0.32;0;2;2;0;35;15;42.9;14.3;22;0;10
marco-di-vaio;MTL;17;16;1366;5;0;0;0.33;0;0;0;0;49;15;30.6;10.2;40;40;8
bright-dike;POR;12;9;896;5;0;0;0.5;0;0;0;0;29;12;41.4;17.2;8;0;5
david-estrada;SEA;17;12;1027;5;0;0;0.44;0;0;0;0;25;10;40;20;6;0;5
federico-higuain;CLB;13;11;1004;5;0;0;0.45;0;1;1;0;32;9;28.1;15.6;7;39;12
kamani-hill;COL;19;3;582;5;0;0;0.77;0;0;0;0;15;8;53.3;33.3;2;2;7
joel-lindpere;RBNY;34;26;2385;5;0;0;0.19;0;0;0;0;28;12;42.9;17.9;4;31;10
mike-magee;LA;29;24;2078;5;0;0;0.22;0;0;0;0;56;22;39.3;8.9;8;2;9
lee-nguyen;NE;30;27;2386;5;0;0;0.19;0;1;1;0;60;18;30;8.3;0;35;7
lionard-pajoy;PHI;20;16;1490;5;0;0;0.3;0;1;1;0;36;11;30.6;13.9;15;0;7
camilo-sanvezzo;VAN;28;19;1719;5;0;0;0.26;0;0;0;0;64;24;37.5;7.8;23;57;12
luis-silva;TOR;30;22;2061;5;0;0;0.22;0;0;0;0;50;19;38;10;4;28;10
graham-zusi;SKC;32;31;2788;5;0;0;0.16;0;1;1;0;82;24;29.3;6.1;4;150;20
juan-pablo-angel;CHV;19;9;1004;4;0;0;0.36;0;1;1;0;50;18;36;8;10;0;4
davy-arnaud;MTL;33;31;2765;4;0;0;0.13;0;0;0;0;40;13;32.5;10;5;2;7
kyle-beckerman;RSL;30;29;2592;4;0;0;0.14;0;0;0;0;35;8;22.9;11.4;1;34;8
calen-carr;HOU;26;17;1513;4;0;0;0.24;0;0;0;0;29;11;37.9;13.8;5;0;6
bernardo-corradi;MTL;11;7;619;4;0;0;0.58;0;3;3;0;13;7;53.9;30.8;12;0;5
brad-evans;SEA;29;29;2371;4;0;0;0.15;0;2;2;0;35;13;37.1;11.4;2;2;8
boniek-garcia;HOU;17;17;1530;4;0;0;0.24;0;0;0;0;30;12;40;13.3;4;9;10
jackson-goncalves;DAL;21;18;1732;4;0;0;0.21;0;0;0;0;56;14;25;7.1;6;9;11
antoine-hoppenot;PHI;25;3;817;4;0;0;0.44;0;0;0;0;18;8;44.4;22.2;18;0;5
macoumba-kandji;HOU;29;21;1630;4;0;0;0.22;0;0;0;0;34;16;47.1;11.8;23;0;6
sebastien-le-toux;VAN;19;18;1646;4;0;0;0.22;0;0;0;0;21;12;57.1;19.1;12;9;5
sherjill-macdonald;CHI;14;12;1033;4;0;0;0.35;0;0;0;0;32;11;34.4;12.5;12;1;8
felipe-martins;MTL;30;30;2652;4;0;0;0.14;0;0;0;0;59;23;39;6.8;3;55;14
justin-meram;CLB;22;11;959;4;0;0;0.38;0;0;0;0;27;10;37;14.8;1;0;5
milovan-mirosevic;CLB;26;25;2140;4;0;0;0.17;0;1;2;0;46;14;30.4;8.7;3;22;6
patrick-nyarko;CHI;34;31;2756;4;0;0;0.13;0;0;0;0;40;13;32.5;10;8;0;11
;SKC;23;9;948;4;0;0;0.38;0;0;0;0;24;11;45.8;16.7;2;0;5
andrew-wenger;MTL;23;7;823;4;0;0;0.44;0;0;0;0;19;9;47.4;21.1;9;0;4
