name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
chris-wondolowski;SJ;30;30;2672;16;0;0;0.54;0;1;2;0;109;52;47.7;14.7;27;0;19
thierry-henry;RBNY;26;26;2265;14;0;0;0.56;0;0;1;0;65;30;46.1;21.5;14;0;18
dwayne-de-rosario;DC;18;17;1488;13;0;0;0.79;0;2;3;0;75;31;41.3;17.3;28;2;20
andres-mendoza;CLB;29;25;2022;13;0;0;0.58;0;5;5;0;74;31;41.9;17.6;33;0;14
landon-donovan;LA;23;21;1915;12;0;0;0.56;0;4;4;0;42;23;54.8;28.6;3;18;15
fredy-montero;SEA;30;27;2304;12;0;0;0.47;0;0;1;0;108;42;38.9;11.1;17;8;21
dominic-oduro;CHI;33;29;2604;12;0;0;0.41;0;0;0;0;76;39;51.3;15.8;19;0;14
camilo-sanvezzo;VAN;32;29;2484;12;0;0;0.43;0;2;2;0;83;37;44.6;14.5;22;48;15
charlie-davies;DC;26;18;1553;11;0;0;0.64;0;4;5;0;34;18;52.9;32.4;14;0;12
sebastien-le-toux;PHI;34;34;3060;11;0;0;0.32;0;4;4;0;81;30;37;13.6;35;67;20
alvaro-saborio;RSL;23;22;1928;11;0;0;0.51;0;3;3;0;66;24;36.4;16.7;38;0;13
brek-shea;DAL;31;30;2647;11;0;0;0.37;0;0;0;0;75;23;30.7;14.7;12;2;15
fabian-espindola;RSL;27;25;2096;10;0;0;0.43;0;1;1;0;62;30;48.4;16.1;33;1;13
eric-hassli;VAN;26;21;1865;10;0;0;0.48;0;3;4;0;72;28;38.9;13.9;20;0;12
omar-bravo;SKC;27;26;2150;9;0;0;0.38;0;2;2;0;60;25;41.7;15;27;24;11
teal-bunbury;SKC;29;20;1744;9;0;0;0.46;0;0;0;0;65;22;33.9;13.8;21;1;12
alvaro-fernandez;SEA;29;23;1849;9;0;0;0.44;0;1;2;0;42;21;50;21.4;6;3;9
kei-kamara;SKC;30;24;2201;9;0;0;0.37;0;2;2;0;91;29;31.9;9.9;7;0;13
luke-rodgers;RBNY;23;20;1560;9;0;0;0.52;0;1;1;0;45;20;44.4;20;48;1;14
justin-braun;CHV;29;22;2055;8;0;0;0.35;0;0;0;0;69;29;42;11.6;16;1;14
kenny-cooper;POR;34;29;2562;8;0;0;0.28;0;0;0;0;78;30;38.5;10.3;40;0;10
shalrie-joseph;NE;32;32;2860;8;0;0;0.25;0;4;5;0;52;23;44.2;15.4;6;0;9
nick-labrocca;CHV;34;34;3060;8;0;0;0.24;0;0;0;0;77;25;32.5;10.4;8;12;14
marco-pappa;CHI;29;27;2324;8;0;0;0.31;0;0;0;0;92;39;42.4;8.7;12;74;10
emilio-renteria;CLB;18;14;1159;8;0;0;0.62;0;2;2;0;43;17;39.5;18.6;17;0;10
juan-pablo-angel;CHV;9;9;795;7;0;0;0.79;0;0;0;0;39;16;41;17.9;12;0;7
chad-barrett;LA;27;20;1583;7;0;0;0.4;0;0;0;0;49;19;38.8;14.3;10;0;11
jack-jewsbury;POR;31;31;2790;7;0;0;0.23;0;3;5;0;47;20;42.5;14.9;3;102;15
danny-koevermans;TOR;10;9;756;7;0;0;0.83;0;0;0;0;29;16;55.2;24.1;8;0;9
jeff-larentowicz;COL;34;34;3051;7;0;0;0.21;0;0;1;0;37;17;46;18.9;0;1;8
joel-lindpere;RBNY;34;34;3048;7;0;0;0.21;0;0;0;0;54;22;40.7;13;13;85;14
chris-pontius;DC;25;25;2114;7;0;0;0.3;0;2;2;0;53;20;37.7;13.2;3;4;12
dane-richards;RBNY;27;27;2343;7;0;0;0.27;0;0;0;0;51;21;41.2;13.7;13;5;14
juan-agudelo;RBNY;27;12;1364;6;0;0;0.4;0;0;0;0;44;17;38.6;13.6;6;0;8
conor-casey;COL;14;11;809;6;0;0;0.67;0;1;1;0;18;10;55.6;33.3;12;0;6
diego-chaves;CHI;29;19;1699;6;0;0;0.32;0;1;1;0;49;14;28.6;12.2;2;4;7
marvin-chavez;DAL;31;30;2521;6;0;0;0.21;0;0;0;0;66;28;42.4;9.1;21;33;10
simon-dawkins;SJ;26;19;1773;6;0;0;0.3;0;0;0;0;64;20;31.3;9.4;4;18;8
maicon-santos;TOR;19;15;1248;6;0;0;0.43;0;0;0;0;52;14;26.9;11.5;8;0;7
caleb-folan;COL;26;16;1521;6;0;0;0.36;0;2;2;0;40;16;40;15;17;0;8
rajko-lekic;NE;23;22;1853;6;0;0;0.29;0;2;2;0;44;16;36.4;13.6;28;0;7
jorge-perlaza;POR;31;26;2152;6;0;0;0.25;0;0;0;0;34;12;35.3;17.6;36;1;8
carlos-ruiz;PHI;14;13;1144;6;0;0;0.47;0;0;0;0;35;14;40;17.1;16;1;6
bobby-boswell;HOU;28;27;2460;5;0;0;0.18;0;0;0;0;22;10;45.5;22.7;1;0;6
will-bruin;HOU;25;21;1693;5;0;0;0.27;0;0;0;0;54;23;42.6;9.3;9;0;6
geoff-cameron;HOU;33;33;2970;5;0;0;0.15;0;0;0;0;64;18;28.1;7.8;12;0;10
brian-ching;HOU;20;15;1242;5;0;0;0.36;0;0;0;0;31;14;45.2;16.1;21;0;6
brad-evans;SEA;20;17;1509;5;0;0;0.3;0;3;3;0;32;9;28.1;15.6;1;0;10
eddie-gaven;CLB;26;26;2227;5;0;0;0.2;0;0;0;0;58;24;41.4;8.6;11;54;6
sebastian-grazzini;CHI;11;11;780;5;0;0;0.58;0;1;1;0;21;9;42.9;23.8;1;13;9
steven-lenhart;SJ;14;13;1163;5;0;0;0.39;0;0;0;0;34;14;41.2;14.7;12;0;8
mike-magee;LA;27;20;1772;5;0;0;0.25;0;0;0;0;28;11;39.3;17.9;3;3;5
alejandro-moreno;CHV;24;22;2016;5;0;0;0.22;0;0;0;0;30;12;40;16.7;11;0;7
danny-mwanga;PHI;28;13;1535;5;0;0;0.29;0;0;0;0;37;20;54;13.5;9;0;9
andy-najar;DC;31;28;2522;5;0;0;0.18;0;0;0;0;57;20;35.1;8.8;4;61;11
lamar-neagle;SEA;23;9;1008;5;0;0;0.45;0;0;0;0;32;12;37.5;15.6;2;7;7
sanna-nyassi;COL;26;17;1586;5;0;0;0.28;0;0;0;0;61;23;37.7;8.2;11;73;10
mauro-rosales;SEA;26;22;1870;5;0;0;0.24;0;1;2;0;18;9;50;27.8;9;66;18
cj-sapong;SKC;34;22;2096;5;0;0;0.21;0;0;0;0;53;25;47.2;9.4;5;0;10
khari-stephenson;SJ;31;27;2256;5;0;0;0.2;0;0;0;0;78;26;33.3;6.4;5;0;9
josh-wolff;DC;30;23;1924;5;0;0;0.23;0;0;0;0;41;17;41.5;12.2;19;3;12
graham-zusi;SKC;32;25;2329;5;0;0;0.19;0;0;0;0;47;16;34;10.6;2;96;12
colin-clark;HOU;29;17;1486;4;0;0;0.24;0;0;0;0;30;10;33.3;13.3;2;5;7
brad-davis;HOU;34;34;2892;4;0;0;0.12;0;3;3;0;49;15;30.6;8.2;2;170;20
benny-feilhaber;NE;23;23;2046;4;0;0;0.18;0;0;0;0;36;11;30.6;11.1;1;39;11
sean-franklin;LA;28;25;2338;4;0;0;0.15;0;0;0;0;15;7;46.7;26.7;3;0;7
jackson-goncalves;DAL;28;22;1952;4;0;0;0.18;0;0;0;0;53;16;30.2;7.5;9;3;6
alan-gordon;TOR;8;7;632;4;0;0;0.57;0;0;0;0;18;8;44.4;22.2;6;0;5
drew-moor;COL;32;32;2880;4;0;0;0.13;0;0;0;0;28;9;32.1;14.3;3;1;5
juninho;LA;30;30;2555;4;0;0;0.14;0;0;0;0;39;13;33.3;10.3;0;8;6
cam-weaver;HOU;28;16;1611;4;0;0;0.22;0;0;0;0;30;11;36.7;13.3;14;0;5
