name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
jeff-cunningham;DAL;28;23;1918;17;0;0;0.8;0;1;3;0;71;38;0;23.9;33;0;25
conor-casey;COL;24;24;2087;16;0;0;0.69;0;4;6;0;73;31;0;21.9;19;0;17
juan-pablo-angel;RBNY;25;25;2133;12;0;0;0.51;0;2;3;0;81;37;0;14.8;34;0;14
guillermo-barros-schelotto;CLB;24;21;1816;12;0;0;0.59;0;3;4;0;53;25;0;22.6;16;0;15
landon-donovan;LA;25;23;2152;12;0;0;0.5;0;3;3;0;56;29;0;21.4;11;0;18
robbie-findley;RSL;27;18;1751;12;0;0;0.62;0;1;1;0;60;26;0;20;15;0;16
fredy-montero;SEA;27;27;2217;12;0;0;0.49;0;0;1;0;86;32;0;13.9;33;0;19
dwayne-de-rosario;TOR;28;27;2444;11;0;0;0.41;0;0;1;0;80;36;0;13.8;43;0;17
ryan-johnson;SJ;30;27;2241;11;0;0;0.44;0;1;1;0;59;35;0;18.6;28;0;13
josh-wolff;SKC;27;27;2348;11;0;0;0.42;0;0;0;0;62;30;0;17.7;28;0;11
luciano-emilio;DC;27;23;2070;10;0;0;0.43;0;0;0;0;59;29;0;16.9;23;0;12
nate-jaqua;SEA;28;27;2278;9;0;0;0.36;0;0;0;0;47;16;0;19.1;21;0;16
jaime-moreno;DC;24;11;1240;9;0;0;0.65;0;6;6;0;22;14;0;40.9;6;0;12
brian-ching;HOU;19;18;1549;8;0;0;0.46;0;0;0;0;28;15;0;28.6;21;0;11
omar-cummings;COL;28;28;2474;8;0;0;0.29;0;0;1;0;82;34;0;9.8;20;0;20
kheli-dube;NE;26;20;1720;8;0;0;0.42;0;0;0;0;49;24;0;16.3;15;0;8
david-ferreira;DAL;30;30;2692;8;0;0;0.27;0;0;0;0;51;22;0;15.7;12;0;15
shalrie-joseph;NE;27;24;2228;8;0;0;0.32;0;1;1;0;29;12;0;27.6;16;0;16
eduardo-lillingston;CHV;25;15;1263;8;0;0;0.57;0;1;1;0;38;18;0;21.1;28;0;10
yura-movsisyan;RSL;26;19;1731;8;0;0;0.42;0;0;0;0;64;29;0;12.5;10;0;10
kenny-cooper;DAL;15;15;1331;7;0;0;0.47;0;2;2;0;52;29;0;13.5;10;0;8
claudio-lopez;SKC;29;28;2501;7;0;0;0.25;0;2;2;0;72;35;0;9.7;21;0;15
brian-mcbride;CHI;22;22;1963;7;0;0;0.32;0;1;2;0;47;22;0;14.9;7;0;9
steve-ralston;NE;20;17;1543;7;0;0;0.41;0;4;4;0;18;11;0;38.9;2;0;14
eddie-gaven;CLB;30;27;2420;6;0;0;0.22;0;1;1;0;41;21;0;14.6;3;0;6
christian-gomez;DC;27;20;1612;6;0;0;0.33;0;2;2;0;33;18;0;18.2;4;0;10
stuart-holden;HOU;26;26;2340;6;0;0;0.23;0;2;2;0;33;15;0;18.2;1;0;10
chris-rolfe;CHI;28;20;1854;6;0;0;0.29;0;0;0;0;62;26;0;9.7;2;0;7
arturo-alvarez;SJ;23;20;1848;5;0;0;0.24;0;1;1;0;53;22;0;9.4;6;0;7
davy-arnaud;SKC;25;25;2214;5;0;0;0.2;0;0;0;0;57;17;0;8.8;4;0;7
chad-barrett;TOR;29;27;2069;5;0;0;0.22;0;0;0;0;55;25;0;9.1;15;0;8
cuauhtemoc-blanco;CHI;21;15;1452;5;0;0;0.31;0;3;3;0;39;17;0;12.8;8;0;13
edson-buddle;LA;19;13;1255;5;0;0;0.36;0;0;0;0;32;16;0;15.6;11;0;5
brad-davis;HOU;27;26;2207;5;0;0;0.2;0;0;1;0;46;21;0;10.9;5;0;17
amado-guevara;TOR;25;24;1999;5;0;0;0.23;0;0;1;0;49;20;0;10.2;3;0;11
kei-kamara;HOU;22;20;1780;5;0;0;0.25;0;0;0;0;40;21;0;12.5;12;0;6
sacha-kljestan;CHV;25;24;2041;5;0;0;0.22;0;1;2;0;48;23;0;10.4;2;0;8
marco-pappa;CHI;30;28;2314;5;0;0;0.19;0;0;0;0;60;29;0;8.3;5;0;9
maykel-galindo;CHV;23;15;1476;4;0;0;0.24;0;1;1;0;25;16;0;16;24;0;6
jason-garey;CLB;15;8;705;4;0;0;0.51;0;0;0;0;16;12;0;25;6;0;6
cornell-glen;SJ;12;6;481;4;0;0;0.75;0;1;1;0;22;14;0;18.2;6;0;5
macoumba-kandji;RBNY;23;20;1752;4;0;0;0.21;0;0;0;0;47;24;0;8.5;10;0;9
chad-marshall;CLB;18;18;1580;4;0;0;0.23;0;0;0;0;18;12;0;22.2;1;0;4
alejandro-moreno;CLB;22;17;1605;4;0;0;0.22;0;0;0;0;24;12;0;16.7;23;0;5
paulo-nagamura;CHV;27;25;2263;4;0;0;0.16;0;0;0;0;24;11;0;16.7;1;0;6
patrick-nyarko;CHI;30;22;1983;4;0;0;0.18;0;0;0;0;33;20;0;12.1;37;0;6
chris-pontius;DC;28;23;2113;4;0;0;0.17;0;0;0;0;56;23;0;7.1;12;0;7
steve-zakuani;SEA;29;24;1993;4;0;0;0.18;0;0;0;0;46;21;0;8.7;12;0;8
kyle-beckerman;RSL;25;25;2218;3;0;0;0.12;0;0;0;0;39;17;0;7.7;3;0;5
justin-braun;CHV;15;14;1211;3;0;0;0.22;0;0;0;0;38;16;0;7.9;11;0;5
colin-clark;COL;16;16;1421;3;0;0;0.19;0;0;0;0;29;10;0;10.3;5;0;8
danny-dichio;TOR;19;6;760;3;0;0;0.36;0;0;0;0;17;8;0;17.6;11;0;5
fabian-espindola;RSL;22;17;1511;3;0;0;0.18;0;0;0;0;45;20;0;6.7;21;0;6
brad-evans;SEA;27;25;2294;3;0;0;0.12;0;0;0;0;19;8;0;15.8;2;0;5
alan-gordon;LA;22;13;1175;3;0;0;0.23;0;0;0;0;41;15;0;7.3;12;0;6
