name;club;games_played;games_started;mins;total_sub_on;goals;accurate_pass_perc;assists;total_scoring_attempts;on_target_scoring_attempts;key_passes;expected_goals;fouls;fouls_suffered;offside;yellow_cards;red_cards
chris-wondolowski;SJ;30;30;2672;0;16;75.1;3;109;52;26;0;29;24;27;3;0
thierry-henry;RBNY;26;26;2265;0;14;75.9;4;65;30;30;0;28;27;14;3;2
dwayne-de-rosario;DC;18;17;1488;1;13;74.5;7;75;31;30;0;33;30;28;1;0
andres-mendoza;CLB;29;25;2022;4;13;74.5;1;74;31;18;0;19;14;33;1;0
landon-donovan;LA;23;21;1915;2;12;78.9;3;42;23;37;0;36;36;3;4;0
fredy-montero;SEA;30;27;2304;3;12;73.3;9;108;42;35;0;55;54;17;7;0
dominic-oduro;CHI;33;29;2604;4;12;75.2;2;76;39;33;0;25;52;19;5;0
camilo-sanvezzo;VAN;32;29;2484;3;12;73.7;3;83;37;38;0;47;55;22;5;0
charlie-davies;DC;26;18;1553;8;11;77.6;1;34;18;15;0;23;22;14;3;0
sebastien-le-toux;PHI;34;34;3060;0;11;70.5;9;81;30;58;0;20;36;35;0;0
alvaro-saborio;RSL;23;22;1928;1;11;68.3;2;66;24;21;0;43;38;38;3;0
brek-shea;DAL;31;30;2647;1;11;67;4;75;23;33;0;25;43;12;6;1
fabian-espindola;RSL;27;25;2096;2;10;71.2;3;62;30;24;0;39;31;33;6;0
eric-hassli;VAN;26;21;1865;5;10;73.2;2;72;28;26;0;53;35;20;8;3
omar-bravo;SKC;27;26;2150;1;9;78;2;60;25;23;0;22;24;27;4;2
teal-bunbury;SKC;29;20;1744;9;9;72.5;3;65;22;19;0;36;17;21;2;1
alvaro-fernandez;SEA;29;23;1849;6;9;67.7;0;42;21;21;0;16;34;6;3;0
kei-kamara;SKC;30;24;2201;6;9;70;4;91;29;29;0;37;44;7;2;0
luke-rodgers;RBNY;23;20;1560;3;9;74.9;5;45;20;14;0;27;25;48;6;0
justin-braun;CHV;29;22;2055;7;8;74.9;6;69;29;18;0;42;32;16;4;0
kenny-cooper;POR;34;29;2562;5;8;67.1;2;78;30;18;0;26;56;40;2;0
shalrie-joseph;NE;32;32;2860;0;8;80;1;52;23;36;0;37;54;6;7;1
nick-labrocca;CHV;34;34;3060;0;8;77.9;6;77;25;42;0;28;38;8;4;0
marco-pappa;CHI;29;27;2324;2;8;74.9;2;92;39;48;0;42;35;12;2;0
emilio-renteria;CLB;18;14;1159;4;8;75.9;2;43;17;12;0;36;33;17;0;0
juan-pablo-angel;CHV;9;9;795;0;7;77;0;39;16;10;0;9;6;12;2;0
chad-barrett;LA;27;20;1583;7;7;70.9;4;49;19;16;0;13;15;10;0;0
jack-jewsbury;POR;31;31;2790;0;7;79;8;47;20;50;0;36;26;3;5;0
danny-koevermans;TOR;10;9;756;1;7;73.6;2;29;16;11;0;7;4;8;0;0
jeff-larentowicz;COL;34;34;3051;0;7;82.2;1;37;17;25;0;45;37;0;5;0
joel-lindpere;RBNY;34;34;3048;0;7;81.8;7;54;22;53;0;45;53;13;4;0
chris-pontius;DC;25;25;2114;0;7;79.2;5;53;20;20;0;18;33;3;2;0
dane-richards;RBNY;27;27;2343;0;7;79.5;7;51;21;19;0;46;28;13;5;0
juan-agudelo;RBNY;27;12;1364;15;6;78.7;2;44;17;12;0;25;22;6;1;0
conor-casey;COL;14;11;809;3;6;68.7;0;18;10;12;0;25;14;12;4;1
diego-chaves;CHI;29;19;1699;10;6;73.9;1;49;14;29;0;17;43;2;5;0
marvin-chavez;DAL;31;30;2521;1;6;74.7;4;66;28;28;0;37;53;21;4;0
simon-dawkins;SJ;26;19;1773;7;6;86.4;2;64;20;28;0;15;29;4;2;0
maicon-santos;TOR;19;15;1248;4;6;73;1;52;14;5;0;19;17;8;0;0
caleb-folan;COL;26;16;1521;10;6;66.7;2;40;16;11;0;27;25;17;5;1
rajko-lekic;NE;23;22;1853;1;6;67.7;1;44;16;16;0;37;39;28;3;0
jorge-perlaza;POR;31;26;2152;5;6;76.5;2;34;12;31;0;22;25;36;2;0
carlos-ruiz;PHI;14;13;1144;1;6;70.8;0;35;14;17;0;15;16;16;2;0
bobby-boswell;HOU;28;27;2460;1;5;78.5;1;22;10;6;0;20;18;1;6;0
will-bruin;HOU;25;21;1693;4;5;71;1;54;23;7;0;18;18;9;1;0
geoff-cameron;HOU;33;33;2970;0;5;76.7;5;64;18;18;0;29;35;12;2;0
brian-ching;HOU;20;15;1242;5;5;72.2;1;31;14;12;0;12;25;21;0;1
brad-evans;SEA;20;17;1509;3;5;77;5;32;9;9;0;13;9;1;2;0
eddie-gaven;CLB;26;26;2227;0;5;83.5;1;58;24;42;0;28;65;11;0;0
sebastian-grazzini;CHI;11;11;780;0;5;79.1;4;21;9;19;0;15;20;1;1;0
steven-lenhart;SJ;14;13;1163;1;5;64.5;3;34;14;17;0;30;36;12;6;0
mike-magee;LA;27;20;1772;7;5;77.6;0;28;11;17;0;30;34;3;2;0
alejandro-moreno;CHV;24;22;2016;2;5;81.6;2;30;12;20;0;42;48;11;0;0
danny-mwanga;PHI;28;13;1535;15;5;74.2;4;37;20;17;0;28;23;9;4;0
andy-najar;DC;31;28;2522;3;5;78.4;6;57;20;50;0;44;38;4;2;1
lamar-neagle;SEA;23;9;1008;14;5;67.7;2;32;12;12;0;10;14;2;1;0
sanna-nyassi;COL;26;17;1586;9;5;74.6;5;61;23;34;0;24;33;11;4;0
mauro-rosales;SEA;26;22;1870;4;5;77;13;18;9;56;0;18;59;9;2;0
cj-sapong;SKC;34;22;2096;12;5;70.3;5;53;25;30;0;30;44;5;0;0
khari-stephenson;SJ;31;27;2256;4;5;74.8;4;78;26;23;0;41;18;5;3;0
josh-wolff;DC;30;23;1924;7;5;79.4;7;41;17;41;0;17;36;19;1;0
graham-zusi;SKC;32;25;2329;7;5;78.8;7;47;16;60;0;26;38;2;4;0
colin-clark;HOU;29;17;1486;12;4;76.7;3;30;10;17;0;18;12;2;1;1
brad-davis;HOU;34;34;2892;0;4;81.2;16;49;15;106;0;38;32;2;5;0
benny-feilhaber;NE;23;23;2046;0;4;75.9;7;36;11;26;0;37;71;1;3;1
sean-franklin;LA;28;25;2338;3;4;78.6;3;15;7;16;0;23;12;3;2;0
jackson-goncalves;DAL;28;22;1952;6;4;64.6;2;53;16;16;0;39;22;9;8;1
alan-gordon;TOR;8;7;632;1;4;78.5;1;18;8;10;0;23;14;6;3;0
drew-moor;COL;32;32;2880;0;4;80.2;1;28;9;10;0;22;35;3;8;0
juninho;LA;30;30;2555;0;4;83.8;2;39;13;22;0;35;43;0;4;1
cam-weaver;HOU;28;16;1611;12;4;70.4;1;30;11;14;0;47;31;14;3;0
osvaldo-alonso;SEA;33;32;2891;1;3;82.8;3;54;11;21;0;50;39;0;7;0
juan-pablo-angel;LA;22;17;1519;5;3;73.3;1;39;16;11;0;20;7;24;0;0
kyle-beckerman;RSL;29;27;2423;2;3;84.1;9;33;13;47;0;36;23;1;6;1
nat-borchers;RSL;30;30;2547;0;3;87.5;1;19;6;3;0;14;15;5;1;2
eric-brunner;POR;32;31;2795;1;3;72.2;1;17;4;8;0;19;29;0;1;1
milton-caraglio;NE;12;12;991;0;3;67.7;2;46;15;6;0;22;19;13;5;0
aurelien-collin;SKC;23;21;1912;2;3;77.6;0;15;5;5;0;38;19;2;10;1
omar-cummings;COL;26;18;1686;8;3;72.4;6;35;10;20;0;18;21;22;1;0
mamadou-danso;POR;24;23;1999;1;3;73.8;0;20;7;4;0;7;9;2;0;0
david-ferreira;DAL;6;6;505;0;3;76.2;1;11;5;20;0;5;19;1;0;0
cory-gibbs;CHI;26;26;2203;0;3;79;1;19;5;3;0;30;23;1;6;1
tom-heinemann;CLB;28;12;1315;16;3;67.9;1;45;15;12;0;26;23;20;4;0
george-john;DAL;31;31;2781;0;3;81.7;1;18;7;5;0;24;29;0;4;1
ryan-johnson;TOR;12;12;993;0;3;74;2;26;10;4;0;12;12;6;0;0
roger-levesque;SEA;19;9;1062;10;3;70.3;2;13;6;9;0;16;16;11;3;0
justin-mapp;PHI;29;24;1861;5;3;77.4;4;29;8;25;0;19;28;3;1;0
marcos-mondaini;CHV;24;20;1493;4;3;77.5;2;28;13;26;0;17;35;6;1;1
veljko-paunovic;PHI;17;16;1236;1;3;72.1;3;33;11;9;0;25;20;8;1;0
joao-plata;TOR;26;21;1753;5;3;78.5;5;46;17;21;0;9;19;10;1;0
alain-rochat;VAN;28;27;2434;1;3;72;1;21;5;16;0;35;39;1;6;0
jamie-smith;COL;20;18;1519;2;3;73.8;4;31;14;26;0;12;21;0;0;0
nick-soolsma;TOR;23;18;1578;5;3;75.1;5;27;14;23;0;12;18;1;1;0
wells-thompson;COL;31;22;1935;9;3;83.2;3;22;9;9;0;31;39;2;4;0
roger-torres;PHI;25;9;931;16;3;71.2;2;24;6;24;0;13;17;0;1;0
freddy-adu;PHI;11;6;609;5;2;77.4;1;15;3;9;0;8;14;1;2;0
jalil-anibaba;CHI;29;27;2508;2;2;72.1;1;11;4;7;0;27;14;1;0;0
mehdi-ballouchy;RBNY;29;17;1519;12;2;82.4;1;23;7;21;0;33;24;5;4;0
orr-barouch;CHI;28;2;624;26;2;73.7;2;28;8;9;0;19;14;5;2;0
david-beckham;LA;26;25;2226;1;2;72.8;13;29;9;53;0;26;47;2;10;0
matt-besler;SKC;32;32;2880;0;2;76.4;2;10;3;15;0;23;13;0;2;0
fabian-castillo;DAL;21;16;1355;5;2;69.9;3;28;8;12;0;11;9;23;0;0
diego-chara;POR;28;27;2401;1;2;81.3;4;26;7;33;0;64;22;1;7;0
davide-chiumiento;VAN;26;20;1674;6;2;80.9;9;20;6;36;0;15;43;4;2;0
ramiro-corrales;SJ;29;29;2552;0;2;78.8;2;29;4;31;0;28;31;3;7;0
;HOU;20;13;1152;7;2;79.4;2;25;8;14;0;19;19;1;5;0
jeff-cunningham;CLB;21;4;591;17;2;78.8;1;13;3;4;0;3;8;13;0;0
paulo-jr;RSL;11;5;468;6;2;85.3;4;11;6;10;0;6;5;5;0;0
julian-de-guzman;TOR;19;16;1325;3;2;81;3;16;5;7;0;37;29;0;6;0
dwayne-de-rosario;RBNY;13;12;1113;1;2;79.8;4;31;10;15;0;21;14;17;2;0
maicon-santos;DAL;11;9;726;2;2;67.4;1;40;11;13;0;11;12;8;0;0
dilly-duka;CLB;22;16;1399;6;2;81.7;3;26;8;27;0;22;18;1;2;0
diego-fagundez;NE;6;3;314;3;2;65.3;1;12;4;8;0;4;3;2;0;0
michael-farfan;PHI;21;13;1460;8;2;72.9;3;23;6;17;0;22;14;0;1;0
mike-fucito;SEA;19;13;1045;6;2;66.7;2;24;7;3;0;21;11;9;2;0
josh-gardner;CLB;22;21;1812;1;2;74.3;3;22;7;23;0;13;3;0;0;0
luis-gil;RSL;25;14;1288;11;2;77.6;1;21;7;8;0;16;11;4;0;0
omar-gonzalez;LA;29;29;2599;0;2;74.9;1;18;6;8;0;16;21;0;3;0
ryan-guy;NE;11;6;610;5;2;68;0;8;6;15;0;5;6;2;1;0
atiba-harris;VAN;5;5;444;0;2;71.3;3;12;8;3;0;13;12;7;2;0
daniel-hernandez;DAL;30;30;2668;0;2;79.3;4;29;4;31;0;48;38;0;6;0
ugo-ihemelu;DAL;31;30;2726;1;2;79.7;2;10;3;2;0;28;24;0;6;0
will-johnson;RSL;25;22;2059;3;2;80.6;1;39;15;16;0;20;29;2;6;1
robbie-keane;LA;4;3;275;1;2;76.9;1;5;3;0;0;1;1;6;0;0
peri-marosevic;TOR;7;4;410;3;2;76.8;0;12;5;2;0;3;3;3;0;0
javier-martina;TOR;23;15;1389;8;2;71;0;15;9;17;0;13;9;4;3;0
stephen-mccarthy;NE;21;18;1428;3;2;73.5;1;12;4;11;0;16;6;0;4;0
adam-moffat;HOU;13;12;1102;1;2;80.9;2;21;8;3;0;12;8;0;3;1
javier-morales;RSL;10;9;785;1;2;83.5;3;12;5;26;0;10;22;3;3;0
darlington-nagbe;POR;28;21;1651;7;2;85.9;3;30;10;31;0;8;42;10;0;0
cristian-nazarit;CHI;12;6;624;6;2;63.2;0;20;5;7;0;25;2;8;3;0
sammy-ochoa;SEA;4;0;100;4;2;80.6;0;6;2;2;0;0;5;0;0;0
jamison-olave;RSL;24;24;2128;0;2;80.3;1;20;7;4;0;30;17;3;3;1
scott-palguta;COL;9;5;550;4;2;73.3;0;3;2;2;0;5;1;0;1;0
robbie-rogers;CLB;27;24;2218;3;2;79;7;36;11;34;0;27;50;7;2;0
julio-cesar;SKC;27;25;2149;2;2;78;2;9;4;8;0;30;17;1;3;1
chris-schuler;RSL;20;16;1638;4;2;83.1;0;13;2;2;0;16;13;0;2;0
chris-tierney;NE;27;25;2183;2;2;69.4;4;32;8;44;0;13;1;0;3;2
rodney-wallace;POR;25;22;1973;3;2;68.9;2;19;6;9;0;29;14;2;6;0
o-brian-white;SEA;7;7;517;0;2;81.7;2;15;8;1;0;9;3;6;0;0
andy-williams;RSL;31;20;1970;11;2;77.7;1;38;13;32;0;33;45;1;2;0
steve-zakuani;SEA;6;6;452;0;2;78.9;2;12;5;4;0;6;3;5;0;0
ben-zemanski;CHV;28;23;2056;5;2;79.6;4;22;5;26;0;30;25;0;6;0
monsef-zerka;NE;7;7;511;0;2;70.7;1;14;5;8;0;4;12;0;0;0
andre-akpan;COL;12;5;479;7;1;66.5;0;15;5;3;0;8;8;2;0;0
jean-marc-alexandre;RSL;19;9;703;10;1;73.4;2;12;4;7;0;19;9;8;3;0
quincy-amarikwa;COL;15;5;509;10;1;66.3;1;16;4;3;0;14;15;8;1;1
bernardo-anor;CLB;13;6;640;7;1;82;1;15;5;14;0;7;8;2;2;0
