name;club;games_played;games_started;mins;total_sub_on;goals;accurate_pass_perc;assists;total_scoring_attempts;on_target_scoring_attempts;key_passes;expected_goals;fouls;fouls_suffered;offside;yellow_cards;red_cards
chris-wondolowski;SJ;32;31;2813;1;27;75.1;7;127;55;33;0;19;25;28;3;0
kenny-cooper;RBNY;33;26;2505;7;18;78;3;84;46;23;0;36;28;21;3;0
alvaro-saborio;RSL;31;26;2390;5;17;67.5;3;87;40;13;0;35;37;37;5;0
robbie-keane;LA;28;28;2519;0;16;80.4;9;94;43;49;0;15;34;27;0;0
thierry-henry;RBNY;25;24;2108;1;15;74.1;12;88;37;45;0;18;26;24;5;0
eddie-johnson;SEA;28;24;2120;4;14;79.4;3;72;25;28;0;40;46;35;6;0
alan-gordon;SJ;23;13;1297;10;13;68;7;43;25;20;0;54;35;15;7;1
fredy-montero;SEA;33;28;2576;5;13;75.4;8;126;46;28;0;63;68;24;5;1
will-bruin;HOU;32;31;2510;1;12;79.5;4;78;35;23;0;14;20;12;1;0
chris-pontius;DC;31;26;2340;5;12;75.8;4;71;29;34;0;19;49;5;3;0
kei-kamara;SKC;33;32;2871;1;11;68;8;134;49;49;0;46;63;12;3;0
saer-sene;NE;25;23;1934;2;11;75.6;3;75;35;24;0;20;37;15;0;0
steven-lenhart;SJ;26;18;1623;8;10;64.1;2;64;33;27;0;52;46;27;7;1
jairo-arrieta;CLB;18;18;1534;0;9;72.9;4;41;21;25;0;21;19;41;1;0
patrice-bernier;MTL;27;25;2194;2;9;83.6;8;32;15;27;0;43;16;0;5;0
landon-donovan;LA;26;25;2256;1;9;80.5;14;65;29;66;0;33;43;5;6;0
fabian-espindola;RSL;30;27;2293;3;9;72.3;7;69;30;27;0;46;36;21;7;1
eddie-gaven;CLB;34;34;2990;0;9;82.3;2;55;27;47;0;29;61;10;2;0
danny-koevermans;TOR;16;12;1186;4;9;64.9;2;39;24;10;0;23;12;16;2;0
blas-perez;DAL;20;19;1705;1;9;64.3;4;53;23;18;0;33;37;18;3;1
cj-sapong;SKC;31;24;2210;7;9;71;2;61;24;27;0;38;51;16;2;0
jaime-castrillon;COL;30;29;2417;1;8;79.3;4;50;18;23;0;41;29;0;3;1
brad-davis;HOU;31;28;2523;3;8;85.6;12;53;22;59;0;40;35;0;3;0
simon-dawkins;SJ;27;21;1846;6;8;87.4;1;65;24;25;0;26;34;3;2;0
jack-mcinerney;PHI;25;18;1630;7;8;76.2;3;42;19;12;0;24;16;29;4;1
chris-rolfe;CHI;22;19;1760;3;8;75.8;3;58;20;31;0;12;26;5;1;0
david-beckham;LA;24;23;1985;1;7;75.2;9;40;18;45;0;28;25;0;7;0
kris-boyd;POR;26;22;1893;4;7;62.2;1;63;28;11;0;33;12;28;4;0
dwayne-de-rosario;DC;26;25;2195;1;7;75;12;81;26;35;0;36;31;33;4;0
maicon-santos;DC;26;16;1470;10;7;70.4;3;64;19;17;0;32;16;21;4;0
ryan-johnson;TOR;31;31;2769;0;7;67.5;5;67;23;40;0;46;44;21;6;0
darren-mattocks;VAN;21;15;1300;6;7;71.1;1;38;16;6;0;16;32;12;7;2
juninho;LA;32;30;2666;2;7;86.8;4;52;20;21;0;42;27;0;6;0
fabian-castillo;DAL;26;23;1892;3;6;70.5;3;36;19;17;0;20;22;14;7;0
omar-cummings;COL;28;23;2000;5;6;73.2;2;76;29;25;0;18;23;22;1;0
nick-deleon;DC;28;25;2175;3;6;79.3;4;44;22;39;0;25;29;6;0;0
