name;club;games_played;games_started;mins;total_sub_on;goals;accurate_pass_perc;assists;total_scoring_attempts;on_target_scoring_attempts;key_passes;expected_goals;fouls;fouls_suffered;offside;yellow_cards;red_cards
camilo-sanvezzo;VAN;32;27;2418;5;22;66.2;6;123;55;32;0;51;43;17;5;0
marco-di-vaio;MTL;33;31;2746;2;20;72.7;2;118;53;24;0;14;33;78;4;0
robbie-keane;LA;23;22;1980;1;16;80.5;11;65;29;44;0;18;27;17;2;0
mike-magee;CHI;22;22;1901;0;15;75.4;4;78;37;55;0;17;29;3;3;0
diego-fagundez;NE;31;28;2427;3;13;76.1;7;55;29;22;0;22;16;3;3;0
dominic-oduro;CLB;34;34;2854;0;13;72.8;4;92;36;31;0;25;67;25;3;1
jack-mcinerney;PHI;31;25;2209;6;12;75.4;0;86;30;23;0;34;27;18;4;0
alvaro-saborio;RSL;16;15;1346;1;12;71.7;2;53;21;12;0;25;17;20;1;0
tim-cahill;RBNY;27;27;2243;0;11;80.3;5;55;21;16;0;78;43;13;4;0
federico-higuain;CLB;29;29;2592;0;11;80.1;9;86;31;109;0;20;20;16;6;1
blas-perez;DAL;25;21;2019;4;11;70.3;3;56;29;25;0;39;48;16;5;1
chris-wondolowski;SJ;29;29;2610;0;11;75.8;3;101;44;37;0;33;33;14;5;0
claudio-bieler;SKC;28;25;2109;3;10;75.8;4;70;27;23;0;35;32;12;4;0
deshorn-brown;COL;31;24;2169;7;10;68.8;4;97;30;14;0;24;17;29;1;0
conor-casey;PHI;31;25;2201;6;10;64.7;5;64;26;33;0;58;26;25;9;0
landon-donovan;LA;22;21;1874;1;10;76.1;9;38;19;54;0;24;28;5;1;0
thierry-henry;RBNY;30;27;2519;3;10;73.5;9;92;29;62;0;20;31;23;3;0
diego-valeri;POR;31;28;2277;3;10;73.7;13;72;26;52;0;39;43;10;2;0
giles-barnes;HOU;33;32;2561;1;9;76.8;4;94;29;24;0;25;35;19;2;0
fabian-espindola;RBNY;28;23;2054;5;9;71.2;2;48;26;23;0;41;58;22;3;0
ryan-johnson;POR;29;21;1770;8;9;66.7;4;43;22;13;0;25;29;24;2;0
will-johnson;POR;28;28;2520;0;9;84.9;5;55;20;30;0;23;45;3;4;0
eddie-johnson;SEA;21;20;1725;1;9;79.9;2;51;27;27;0;19;35;42;6;0
darlington-nagbe;POR;34;34;2848;0;9;85.5;4;62;24;42;0;8;83;6;1;0
will-bruin;HOU;30;30;2596;0;8;70.6;7;98;30;32;0;24;19;8;0;0
robert-earnshaw;TOR;26;23;1883;3;8;77.9;0;69;22;5;0;16;22;24;1;0
obafemi-martins;SEA;20;17;1466;3;8;76;4;43;16;9;0;17;28;7;0;1
kenny-miller;VAN;21;19;1643;2;8;73.9;1;41;15;25;0;20;21;11;0;0
javier-morales;RSL;28;25;2281;3;8;83.1;10;46;18;91;0;23;78;6;5;0
lamar-neagle;SEA;30;27;2409;3;8;71;4;61;25;35;0;54;32;16;1;1
juan-agudelo;NE;14;11;1021;3;7;77.4;1;23;11;7;0;40;28;11;2;0
kei-kamara;SKC;15;10;1022;5;7;69.4;2;42;13;15;0;16;14;5;0;0
kelyn-rowe;NE;33;26;2528;7;7;72.6;8;74;21;37;0;27;46;3;4;0
erick-torres;CHV;15;15;1349;0;7;77.7;1;45;21;10;0;28;30;6;3;0
rodney-wallace;POR;27;21;1972;6;7;78;6;49;18;28;0;35;16;11;3;0
kenny-cooper;DAL;31;19;1741;12;6;70.8;1;45;21;16;0;22;24;23;2;1
robbie-findley;RSL;25;17;1260;8;6;74.6;2;36;15;8;0;8;29;10;1;0
