name;club;games_played;games_started;mins;total_sub_on;goals;accurate_pass_perc;assists;total_scoring_attempts;on_target_scoring_attempts;key_passes;expected_goals;fouls;fouls_suffered;offside;yellow_cards;red_cards
atiba-harris;CHV;14;13;1075;1;2;0;2;18;9;0;0;39;16;7;4;1
zoltan-hercegfalvi;SKC;10;2;298;8;2;0;1;8;6;0;0;2;3;2;1;1
aaron-hohlbein;SKC;22;22;1867;0;2;0;0;5;3;0;0;12;11;0;0;0
edgaras-jankauskas;NE;10;8;667;2;2;0;1;15;5;0;0;14;15;6;1;1
kosuke-kimura;COL;26;21;1932;5;2;0;2;11;3;0;0;11;15;2;3;0
jovan-kirovski;LA;22;13;1202;9;2;0;1;19;8;0;0;30;10;4;4;0
nick-labrocca;COL;29;28;2434;1;2;0;0;34;17;0;0;28;17;1;3;0
roger-levesque;SEA;14;2;260;12;2;0;0;7;4;0;0;3;2;0;1;0
eddie-lewis;LA;27;23;1903;4;2;0;4;27;14;0;0;22;29;3;4;2
freddie-ljungberg;SEA;22;21;1836;1;2;0;9;27;14;0;0;31;67;4;6;1
mike-magee;LA;23;19;1507;4;2;0;6;24;8;0;0;17;26;3;3;0
tyrone-marshall;SEA;26;25;2166;1;2;0;2;10;4;0;0;23;12;0;5;2
clint-mathis;RSL;28;24;1926;4;2;0;7;31;11;0;0;23;10;1;5;1
bryan-namoff;DC;26;26;2326;0;2;0;4;10;5;0;0;19;18;1;3;0
pat-noonan;COL;17;9;843;8;2;0;0;19;5;0;0;12;16;1;0;0
sainey-nyassi;NE;28;22;1940;6;2;0;1;28;14;0;0;17;23;5;1;0
;COL;23;12;1131;11;2;0;2;24;9;0;0;3;6;2;0;0
santino-quaranta;DC;22;19;1769;3;2;0;6;32;11;0;0;15;40;8;1;0
andre-rocha;DAL;22;14;1270;8;2;0;1;28;8;0;0;27;22;1;5;1
jorge-rojas;RBNY;21;19;1515;2;2;0;2;36;14;0;0;18;18;1;1;1
ramon-sanchez;SJ;10;10;895;0;2;0;1;8;4;0;0;8;13;0;1;0
adrian-serioux;TOR;26;25;2235;1;2;0;1;8;5;0;0;42;23;0;6;1
taylor-twellman;NE;2;0;109;2;2;0;0;5;4;0;0;1;3;1;0;0
pablo-vitti;TOR;26;18;1650;8;2;0;1;29;14;0;0;24;40;8;3;0
o-brian-white;TOR;9;5;440;4;2;0;0;11;5;0;0;5;0;4;2;0
andy-williams;RSL;23;7;780;16;2;0;6;19;9;0;0;12;13;1;3;0
john-wolyniec;RBNY;20;8;764;12;2;0;1;21;8;0;0;16;9;5;2;0
chris-wondolowski;HOU;7;3;287;4;2;0;1;8;2;0;0;2;1;2;1;0
osvaldo-alonso;SEA;27;26;2207;1;1;0;3;22;7;0;0;35;31;0;5;0
quincy-amarikwa;SJ;24;1;602;23;1;0;2;11;3;0;0;24;10;5;5;0
eric-avila;DAL;18;0;332;18;1;0;2;5;3;0;0;2;3;0;0;0
julien-baudet;COL;10;9;786;1;1;0;0;9;2;0;0;9;4;0;3;1
nat-borchers;RSL;30;30;2679;0;1;0;0;12;6;0;0;26;10;1;5;0
danleigh-borman;RBNY;24;14;1441;10;1;0;1;13;4;0;0;9;9;0;4;0
bobby-boswell;HOU;29;29;2565;0;1;0;0;16;4;0;0;29;13;1;7;0
eric-brunner;CLB;25;23;2072;2;1;0;1;12;3;0;0;20;17;1;3;0
marc-burch;DC;26;25;2174;1;1;0;2;20;9;0;0;27;11;0;5;0
alberto-celades;RBNY;17;14;1203;3;1;0;4;10;3;0;0;16;15;0;2;0
chukwudi-chijindu;CHV;11;4;420;7;1;0;1;8;3;0;0;10;3;2;1;0
ricardo-clark;HOU;22;22;1972;0;1;0;1;27;10;0;0;24;28;1;4;1
jimmy-conrad;SKC;24;24;2160;0;1;0;1;11;4;0;0;23;16;1;2;0
bobby-convey;SJ;26;25;2200;1;1;0;2;17;4;0;0;25;34;1;4;0
terry-cooke;COL;10;5;422;5;1;0;1;6;3;0;0;2;1;1;0;0
raphael-cox;RSL;6;2;208;4;1;0;0;1;1;0;0;1;2;0;0;0
sam-cronin;TOR;27;26;2363;1;1;0;4;13;2;0;0;12;2;1;2;0
a-j-delagarza;LA;22;21;1754;1;1;0;1;3;2;0;0;14;32;0;2;0
maicon-santos;CHV;10;8;670;2;1;0;1;23;10;0;0;5;9;8;3;0
todd-dunivant;LA;25;24;2131;1;1;0;2;8;5;0;0;16;19;0;0;0
luis-miguel-escalada;RSL;5;1;126;4;1;0;0;4;2;0;0;2;0;5;0;0
alecko-eskandarian;CHV;7;2;249;5;1;0;0;3;1;0;0;9;2;3;1;0
ali-gerba;TOR;11;5;534;6;1;0;0;15;3;0;0;8;4;11;1;0
omar-gonzalez;LA;30;30;2672;0;1;0;1;13;4;0;0;29;19;0;5;0
andre-hainault;HOU;20;19;1652;1;1;0;2;9;5;0;0;28;12;1;3;1
jay-heaps;NE;25;25;2170;0;1;0;4;19;11;0;0;12;21;2;5;0
frankie-hejduk;CLB;14;14;1258;0;1;0;3;8;5;0;0;9;13;3;5;0
;SKC;26;24;2110;2;1;0;1;18;6;0;0;42;52;2;4;1
michael-holody;COL;4;0;80;4;1;0;0;1;1;0;0;2;0;0;2;0
jhon-kennedy-hurtado;SEA;27;26;2334;1;1;0;1;7;2;0;0;33;25;0;8;0
patrick-ianni;SEA;17;10;1102;7;1;0;2;7;2;0;0;13;4;0;3;0
ugo-ihemelu;DAL;8;8;720;0;1;0;0;5;3;0;0;10;5;1;3;0
andy-iro;CLB;11;8;631;3;1;0;0;4;1;0;0;12;4;0;1;1
julius-james;DC;9;8;706;1;1;0;0;3;1;0;0;13;4;0;1;0
george-john;DAL;16;15;1162;1;1;0;0;4;2;0;0;12;7;0;2;0
will-johnson;RSL;26;26;2305;0;1;0;3;48;22;0;0;26;28;2;8;0
bryan-jordan;LA;19;2;470;17;1;0;0;7;3;0;0;10;13;1;2;0
kei-kamara;SKC;6;4;397;2;1;0;0;12;2;0;0;10;6;2;1;0
michael-kraus;SKC;11;0;147;11;1;0;0;2;2;0;0;4;0;1;1;0
michael-lahoud;CHV;16;9;872;7;1;0;1;9;3;0;0;17;10;4;1;0
luis-landin;HOU;7;5;360;2;1;0;0;8;5;0;0;3;8;12;1;0
jeff-larentowicz;NE;28;28;2438;0;1;0;2;34;17;0;0;45;30;2;4;0
sebastien-le-toux;SEA;28;15;1457;13;1;0;3;27;12;0;0;7;14;11;0;0
abdoulie-mansally;NE;25;19;1699;6;1;0;2;28;10;0;0;33;29;10;5;0
justin-mapp;CHI;21;11;1013;10;1;0;3;16;4;0;0;3;17;2;3;0
pablo-mastroeni;COL;25;25;2162;0;1;0;3;11;2;0;0;39;25;0;5;0
matthew-mbuta;RBNY;10;2;280;8;1;0;0;4;1;0;0;4;0;5;0;0
brandon-mcdonald;SJ;18;18;1579;0;1;0;1;8;4;0;0;14;8;1;3;0
adam-moffat;CLB;12;6;531;6;1;0;0;9;1;0;0;15;5;1;1;1
javier-morales;RSL;26;24;2076;2;1;0;5;36;16;0;0;30;55;2;6;0
richard-mulrooney;HOU;14;14;1260;0;1;0;1;3;3;0;0;5;14;0;1;0
ange-n-silu;DC;9;4;452;5;1;0;1;7;4;0;0;4;6;3;1;0
dominic-oduro;HOU;16;7;707;9;1;0;4;14;6;0;0;9;8;10;1;0
ben-olsen;DC;20;18;1371;2;1;0;1;20;9;0;0;36;35;1;7;1
jesus-padilla;CHV;11;10;712;1;1;0;0;10;2;0;0;9;10;1;0;0
gino-padula;CLB;27;27;2321;0;1;0;4;10;1;0;0;12;18;1;4;1
pablo-ricchetti;DAL;22;22;1965;0;1;0;0;5;1;0;0;23;15;0;7;0
dasan-robinson;CHI;12;9;908;3;1;0;0;2;1;0;0;19;13;0;2;1
robbie-rogers;CLB;22;20;1709;2;1;0;5;37;13;0;0;24;41;4;2;0
gonzalo-segares;CHI;12;12;965;0;1;0;1;6;3;0;0;13;15;2;4;0
bojan-stepanovic;CHV;16;7;756;9;1;0;2;9;4;0;0;13;6;0;3;0
wells-thompson;NE;25;17;1652;8;1;0;2;14;5;0;0;28;36;2;9;1
abe-thompson;HOU;1;0;46;1;1;0;0;1;1;0;0;2;0;0;0;0
craig-waibel;HOU;13;8;679;5;1;0;0;3;1;0;0;7;3;0;2;0
cam-weaver;SJ;9;5;475;4;1;0;2;8;3;0;0;12;11;2;1;0
ade-akinbiyi;HOU;14;2;261;12;0;0;0;1;0;0;0;4;1;4;1;0
chris-albright;NE;1;1;90;0;0;0;0;2;1;0;0;0;1;0;0;0
jean-marc-alexandre;RSL;4;0;99;4;0;0;0;2;0;0;0;1;1;0;0;0
ely-allen;DC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kevin-alston;NE;26;26;2339;0;0;0;1;12;5;0;0;22;35;0;2;0
corey-ashe;HOU;27;13;1250;14;0;0;3;5;1;0;0;11;17;5;1;0
stephane-assengue;NE;2;0;37;2;0;0;0;2;0;0;0;1;0;0;0;0
gabriel-badilla;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brandon-barklage;DC;4;1;98;3;0;0;0;0;0;0;0;6;0;1;1;0
darrius-barnes;NE;30;30;2700;0;0;0;0;0;0;0;0;18;7;0;3;0
wade-barrett;HOU;12;11;940;1;0;0;0;1;0;0;0;6;4;0;3;0
tony-beltran;RSL;23;21;1860;2;0;0;0;7;2;0;0;28;13;0;7;0
jair-benitez;DAL;13;13;1155;0;0;0;1;2;0;0;0;10;22;0;2;0
gregg-berhalter;LA;26;26;2298;0;0;0;0;6;0;0;0;41;29;1;4;2
matt-besler;SKC;28;26;2236;2;0;0;0;3;1;0;0;19;20;3;5;0
chris-birchall;LA;9;6;531;3;0;0;1;8;3;0;0;9;7;0;2;0
jonathan-bornstein;CHV;26;26;2340;0;0;0;1;6;2;0;0;15;23;1;1;0
terry-boss;SEA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tristan-bowen;LA;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
andrew-boyens;RBNY;14;14;1114;0;0;0;0;4;2;0;0;16;9;0;3;0
c-j-brown;CHI;18;17;1454;1;0;0;0;3;1;0;0;11;15;1;1;0
evan-brown;SEA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bobby-burling;SJ;7;6;562;1;0;0;0;2;1;0;0;4;2;0;0;0
bobby-burling;CHV;3;1;151;2;0;0;0;2;0;0;0;1;0;0;0;0
kevin-burns;CLB;8;4;359;4;0;0;0;3;1;0;0;5;4;0;1;0
preston-burpo;COL;11;11;990;0;0;0;0;0;41;0;0;0;2;0;1;0
ray-burse;DAL;17;16;1503;1;0;0;0;0;92;0;0;0;5;0;1;0
jon-busch;CHI;30;30;2700;0;0;0;0;0;136;0;0;1;2;0;3;0
joe-cannon;SJ;28;28;2520;0;0;0;0;1;147;0;0;0;4;0;2;0
calen-carr;CHI;10;0;90;10;0;0;0;1;0;0;0;2;2;0;1;0
brian-carroll;CLB;26;26;2293;0;0;0;1;9;1;0;0;16;11;0;5;0
mauricio-castro;NE;6;3;223;3;0;0;1;5;2;0;0;5;3;0;0;0
danny-cepero;RBNY;13;13;1088;0;0;0;0;0;85;0;0;0;2;0;0;0
steward-ceus;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mike-chabala;HOU;15;12;1044;3;0;0;3;1;0;0;0;11;5;0;4;1
marvin-chavez;DAL;7;3;233;4;0;0;0;2;0;0;0;6;4;1;1;0
giorgi-chirgadze;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ryan-cochrane;HOU;6;4;369;2;0;0;2;0;0;0;0;4;3;0;1;0
ryan-cochrane;SJ;2;2;180;0;0;0;0;0;0;0;0;6;1;0;0;0
nico-colaluca;NE;6;1;159;5;0;0;0;3;1;0;0;4;5;1;0;0
nico-colaluca;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jon-conway;RBNY;9;9;810;0;0;0;0;0;51;0;0;1;0;0;0;0
jon-conway;CHV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ramiro-corrales;SJ;24;24;2066;0;0;0;3;15;5;0;0;29;38;2;7;0
bouna-coundoul;RBNY;8;8;720;0;0;0;0;1;46;0;0;0;2;0;0;0
louis-crayton;DC;6;6;540;0;0;0;0;0;31;0;0;1;3;0;0;0
adam-cristman;SKC;5;3;213;2;0;0;0;2;2;0;0;3;6;4;1;0
steve-cronin;DC;2;2;180;0;0;0;0;0;12;0;0;0;0;0;0;0
danny-cruz;HOU;6;0;107;6;0;0;0;4;2;0;0;2;4;0;0;0
yamith-cuesta;CHV;9;9;786;0;0;0;1;3;1;0;0;15;3;1;5;0
jim-curtin;CHV;3;2;164;1;0;0;0;0;0;0;0;2;0;0;0;0
;SJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
greg-dalby;COL;11;2;242;9;0;0;0;3;2;0;0;2;3;0;1;0
kyle-davies;DAL;11;10;795;1;0;0;0;2;2;0;0;6;5;0;0;0
kyle-davies;RSL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
julian-de-guzman;TOR;5;5;450;0;0;0;0;3;0;0;0;5;10;0;1;0
michael-dello-russo;DAL;2;2;162;0;0;0;0;0;0;0;0;1;1;0;0;0
eric-denton;SJ;11;9;803;2;0;0;1;2;1;0;0;3;4;0;2;0
tyler-deric;HOU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
stefan-dimitrov;CHI;7;1;124;6;0;0;0;1;0;0;0;3;1;1;0;0
john-diraimondo;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
john-diraimondo;DC;1;1;45;0;0;0;0;0;0;0;0;0;0;0;0;0
facundo-diz;COL;8;0;97;8;0;0;0;1;1;0;0;1;2;1;0;0
francis-doe;DC;2;0;40;2;0;0;0;2;0;0;0;0;0;2;0;0
ben-dragavon;SEA;1;0;61;1;0;0;0;0;3;0;0;0;0;0;0;0
alec-dufty;RBNY;1;0;82;1;0;0;0;0;2;0;0;0;0;0;0;0
andrew-dykstra;CHI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oscar-echeverry;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brian-edwards;TOR;3;3;270;0;0;0;0;0;17;0;0;0;0;0;0;0
rachid-el-khalifi;RSL;4;3;178;1;0;0;0;2;0;0;0;3;4;0;0;0
cory-elenio;CLB;1;0;17;1;0;0;0;0;0;0;0;0;0;0;0;0
simon-elliott;SJ;15;12;1234;3;0;0;0;7;3;0;0;8;3;0;0;0
roger-espinoza;SKC;16;6;635;10;0;0;2;10;2;0;0;8;7;2;3;0
chris-eylander;SEA;1;1;90;0;0;0;0;0;3;0;0;0;0;0;0;0
lesly-fellinga;TOR;4;1;137;3;0;0;0;2;2;0;0;1;1;0;0;0
argenis-fernandez;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kevin-forrest;SEA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sean-franklin;LA;13;13;1125;0;0;0;1;5;2;0;0;7;4;0;0;0
stefan-frei;TOR;26;26;2295;0;0;0;1;0;141;0;0;0;5;0;1;0
gabe-gala;TOR;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
nick-garcia;TOR;13;13;1125;0;0;0;0;0;0;0;0;11;10;0;2;0
walter-garcia;RBNY;1;0;81;1;0;0;0;0;0;0;0;0;1;0;0;0
nick-garcia;SJ;12;12;1080;0;0;0;0;0;0;0;0;11;5;0;2;0
felix-garcia;HOU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cory-gibbs;COL;20;19;1575;1;0;0;0;2;1;0;0;22;17;0;7;0
kevin-goldthwaite;RBNY;17;17;1449;0;0;0;0;3;0;0;0;20;24;0;5;1
herculez-gomez;SKC;26;20;1569;6;0;0;3;40;15;0;0;25;31;2;3;0
emmanuel-gomez;TOR;9;6;491;3;0;0;0;0;0;0;0;4;3;0;1;0
nelson-gonzalez;RSL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
leonardo-gonzalez;SEA;11;11;979;0;0;0;0;0;0;0;0;9;5;3;1;0
ned-grabavoy;RSL;20;8;765;12;0;0;2;7;2;0;0;8;11;0;1;1
mike-graczyk;SJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
taylor-graham;SEA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kelly-gray;SJ;8;7;632;1;0;0;0;5;0;0;0;3;5;0;0;0
alex-grendi;CLB;3;1;127;2;0;0;1;0;0;0;0;2;1;0;0;0
leonard-griffin;LA;1;0;16;1;0;0;0;0;0;0;0;1;0;0;0;0
andy-gruenebaum;CLB;10;10;900;0;0;0;0;0;36;0;0;1;1;0;2;0
bruno-guarda;DAL;4;2;217;2;0;0;0;2;1;0;0;7;5;0;2;0
ivan-guerrero;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
david-habarugira;DC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jeremy-hall;RBNY;24;22;2001;2;0;0;1;3;2;0;0;14;14;0;1;1
tally-hall;HOU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ty-harden;COL;7;1;87;6;0;0;0;0;0;0;0;1;1;0;0;0
kevin-harmse;TOR;12;8;805;4;0;0;0;8;4;0;0;9;7;0;2;0
kevin-harmse;CHV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
michael-harrington;SKC;27;17;1682;10;0;0;3;9;6;0;0;19;17;1;4;0
kevin-hartman;SKC;30;30;2700;0;0;0;0;0;153;0;0;1;4;0;2;0
jordan-harvey;COL;30;29;2613;1;0;0;3;8;3;0;0;26;18;4;1;0
john-michael-hayden;HOU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jason-hernandez;SJ;16;16;1403;0;0;0;0;0;0;0;0;15;13;0;5;0
daniel-hernandez;DAL;7;5;526;2;0;0;1;3;0;0;0;13;6;0;1;0
william-hesmer;CLB;19;19;1710;0;0;0;0;0;86;0;0;0;1;0;1;0
david-horst;RSL;2;1;86;1;0;0;0;0;0;0;0;1;4;0;0;0
baggio-husidic;CHI;10;5;449;5;0;0;1;6;1;0;0;1;6;0;0;0
;TOR;6;2;204;4;0;0;1;2;0;0;0;3;4;0;0;0
amaechi-igwe;NE;11;5;628;6;0;0;0;2;1;0;0;5;14;0;0;0
ugo-ihemelu;COL;20;19;1723;1;0;0;2;8;2;0;0;29;22;0;6;1
andrew-jacobson;DC;17;8;845;9;0;0;0;8;1;0;0;14;8;0;1;0
dejan-jakovic;DC;23;23;2070;0;0;0;0;4;0;0;0;23;17;0;6;0
julius-james;HOU;8;5;508;3;0;0;0;1;1;0;0;12;3;0;3;0
greg-janicki;DC;7;5;422;2;0;0;0;0;0;0;0;4;2;0;0;0
ante-jazic;CHV;13;13;1090;0;0;0;1;2;0;0;0;11;5;0;2;0
jack-jewsbury;SKC;28;28;2451;0;0;0;5;35;13;0;0;34;34;2;6;0
avery-john;DC;6;3;348;3;0;0;0;0;0;0;0;8;1;0;4;0
carlos-johnson;RBNY;13;12;899;1;0;0;1;4;1;0;0;15;16;0;3;3
ian-joy;RSL;1;0;7;1;0;0;0;0;0;0;0;1;0;0;0;0
kasey-keller;SEA;29;29;2549;0;0;0;0;0;108;0;0;1;4;0;0;1
dan-kennedy;CHV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thabiso-khumalo;DC;12;4;358;8;0;0;2;8;5;0;0;7;0;3;0;0
stephen-king;SEA;10;3;433;7;0;0;0;3;0;0;0;1;3;0;0;0
chris-klein;LA;28;10;1158;18;0;0;3;16;10;0;0;10;4;3;2;0
brad-knighton;NE;6;6;540;0;0;0;0;0;49;0;0;1;2;0;0;0
milos-kocic;DC;4;3;308;1;0;0;0;0;16;0;0;1;0;0;0;0
dema-kovalenko;LA;15;15;1237;0;0;0;2;11;2;0;0;19;11;1;2;1
eric-kronberg;SKC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
leo-krupnik;RBNY;3;2;204;1;0;0;0;0;0;0;0;3;0;0;1;0
josh-lambo;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jonathan-leathers;SKC;11;10;871;1;0;0;0;4;1;0;0;6;3;0;3;0
chris-leitch;SJ;29;29;2537;0;0;0;7;4;3;0;0;21;15;0;3;0
peri-marosevic;DAL;4;0;47;4;0;0;0;1;0;0;0;1;1;0;0;0
matt-marquess;SKC;1;1;85;0;0;0;0;0;0;0;0;3;0;0;1;0
