name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
kyle-beckerman;RSL;29;27;2423;1517;1804;84.1;47;41;24;9;0.33;165;1352;34.78;0
jeff-larentowicz;COL;34;34;3051;1486;1807;82.2;25;1;5;1;0.03;218;1268;25;0
osvaldo-alonso;SEA;33;32;2891;1445;1745;82.8;21;5;8;3;0.09;207;1238;34.78;0
teemu-tainio;RBNY;28;28;2407;1445;1759;82.2;21;8;6;2;0.07;232;1213;30;0
roy-miller;RBNY;30;30;2699;1345;1644;81.8;19;0;13;3;0.1;85;1260;18.06;0
andre-hainault;HOU;31;31;2790;1332;1611;82.7;13;0;2;0;0;206;1126;16.67;0
tim-ream;RBNY;28;28;2520;1282;1531;83.7;6;0;1;1;0.04;248;1034;50;0
pablo-mastroeni;COL;30;30;2517;1256;1480;84.9;25;0;6;4;0.14;157;1099;31.58;0
shalrie-joseph;NE;32;32;2860;1236;1545;80;36;0;1;1;0.03;185;1051;12.5;0
james-riley;SEA;29;29;2579;1218;1569;77.6;23;0;26;2;0.07;87;1131;37.14;0
drew-moor;COL;32;32;2880;1201;1497;80.2;10;1;7;1;0.03;156;1045;28;0
juninho;LA;30;30;2555;1191;1422;83.8;22;8;9;2;0.07;129;1062;37.5;0
geoff-cameron;HOU;33;33;2970;1179;1538;76.7;18;0;14;5;0.15;165;1014;31.82;0
joel-lindpere;RBNY;34;34;3048;1093;1337;81.8;53;85;54;7;0.21;60;1033;25.35;0
daniel-hernandez;DAL;30;30;2668;1089;1374;79.3;31;18;18;4;0.13;154;935;24.32;0
ramiro-corrales;SJ;29;29;2552;1088;1381;78.8;31;1;15;2;0.07;135;953;23.81;0
nat-borchers;RSL;30;30;2547;1087;1243;87.5;3;0;0;1;0.04;107;980;0;0
jan-gunnar-solli;RBNY;31;31;2643;1083;1318;82.2;23;0;28;6;0.2;98;985;25;0
sebastian-miranda;CLB;34;34;3044;1079;1428;75.6;35;34;42;3;0.09;120;959;30.22;0
kosuke-kimura;COL;34;34;2996;1059;1375;77;24;6;17;1;0.03;68;991;16.04;0
brad-davis;HOU;34;34;2892;1057;1302;81.2;106;170;98;16;0.5;71;986;31.51;0
clyde-simms;DC;29;29;2404;1048;1236;84.8;12;0;2;0;0;118;930;22.22;0
heath-pearce;CHV;30;29;2581;1036;1352;76.6;18;62;26;3;0.1;149;887;26;0
carlos-valdes-x0274;PHI;32;32;2880;1021;1388;73.6;4;0;0;1;0.03;140;881;0;0
corey-ashe;HOU;32;30;2617;1002;1286;77.9;18;2;18;0;0;77;925;21.18;0
simon-elliott;CHV;24;21;1824;992;1221;81.2;12;19;17;2;0.1;109;883;28.33;0
todd-dunivant;LA;32;32;2880;991;1291;76.8;18;1;17;4;0.13;100;891;20.24;0
matt-besler;SKC;32;32;2880;986;1290;76.4;15;0;4;2;0.06;195;791;40;0
brian-carroll;PHI;30;30;2571;984;1266;77.7;17;0;3;0;0;106;878;37.5;0
danny-califf;PHI;33;33;2970;979;1227;79.8;4;0;0;0;0;119;860;0;0
david-beckham;LA;26;25;2226;972;1336;72.8;53;116;72;13;0.53;160;812;23.45;0
nick-labrocca;CHV;34;34;3060;968;1243;77.9;42;12;25;6;0.18;81;887;34.25;0
