name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
austin-berry;CHI;34;34;3060;716;918;78;6;0;0;2;0.06;81;635;0;0
jonny-steele;RBNY;33;32;2665;714;956;74.7;24;5;31;6;0.2;33;681;23.85;0
gonzalo-segares;CHI;32;32;2855;713;954;74.7;23;0;16;1;0.03;54;659;26.67;0
zach-loyd;DAL;25;24;2132;705;896;78.7;15;1;16;0;0;66;639;26.67;0
jhon-kennedy-hurtado;SEA;27;25;2243;698;827;84.4;3;0;0;0;0;70;628;0;0
djimi-traore;SEA;27;25;2235;697;881;79.1;0;0;1;0;0;79;618;25;0
luis-gil;RSL;30;24;2060;685;897;76.4;19;8;6;3;0.13;29;656;18.75;0
andrew-jacobson;DAL;27;27;2292;683;856;79.8;12;0;1;1;0.04;35;648;14.29;0
wil-trapp;CLB;16;16;1389;683;813;84;20;19;10;1;0.06;98;585;38.46;0
andrew-jean-baptiste;POR;26;22;2142;681;891;76.4;6;0;1;1;0.04;122;559;12.5;0
john-thorrington;DC;14;12;1052;678;800;84.8;11;0;4;1;0.09;82;596;36.36;0
josh-williams;CLB;27;25;2284;678;889;76.3;21;0;4;0;0;55;623;14.81;0
felipe-martins;MTL;32;28;2350;677;904;74.9;35;33;19;8;0.31;47;630;22.89;0
steven-beitashour;SJ;27;27;2426;673;856;78.6;15;0;13;3;0.11;51;622;17.81;0
thierry-henry;RBNY;30;27;2519;669;910;73.5;62;85;57;9;0.32;44;625;33.14;0
chad-marshall;CLB;30;30;2638;668;822;81.3;4;0;0;0;0;89;579;0;0
jamison-olave;RBNY;29;27;2368;666;840;79.3;0;0;0;0;0;73;593;0;0
jonathan-osorio;TOR;28;18;1697;659;772;85.4;22;35;18;1;0.05;38;621;24.66;0
chris-wondolowski;SJ;29;29;2610;659;869;75.8;37;1;2;3;0.1;45;614;10;0
yordany-alvarez;RSL;18;11;981;649;760;85.4;5;0;1;0;0;45;604;20;0
landon-donovan;LA;22;21;1874;643;845;76.1;54;108;41;9;0.43;48;595;24.7;0
george-john;DAL;24;24;2070;642;730;88;3;0;0;0;0;84;558;0;0
justin-mapp;MTL;27;25;2137;640;802;79.8;34;43;35;8;0.34;40;600;24.65;0
brad-evans;SEA;24;21;1761;634;811;78.2;21;6;13;6;0.31;35;599;30.23;0
nick-deleon;DC;25;23;1912;632;759;83.3;23;4;12;1;0.05;27;605;26.09;0
warren-creavalle;HOU;27;17;1629;629;789;79.7;11;0;5;1;0.06;39;590;33.33;0
mario-de-luna;CHV;30;30;2637;628;844;74.4;5;0;1;0;0;60;568;33.33;0
robbie-keane;LA;23;22;1980;625;776;80.5;44;1;6;11;0.5;19;606;31.58;0
matias-laba;TOR;16;16;1414;615;749;82.1;10;1;1;0;0;75;540;12.5;0
carlos-alvarez;CHV;29;26;2182;613;822;74.6;27;23;17;3;0.12;40;573;31.48;0
dominic-oduro;CLB;34;34;2854;613;842;72.8;31;0;7;4;0.13;30;583;11.86;0
danny-o-rourke;CLB;22;19;1723;611;733;83.4;2;0;0;0;0;72;539;0;0
brandon-barklage;RBNY;26;20;1723;603;774;77.9;12;0;14;5;0.26;39;564;40;0
tyson-wahl;CLB;25;24;2155;601;821;73.2;19;0;15;1;0.04;63;538;31.91;0
mauro-rosales;SEA;33;26;2175;593;773;76.7;53;100;68;8;0.33;15;578;28.33;0
tony-tchani;CLB;22;13;1324;589;783;75.2;14;0;0;1;0.07;69;520;0;0
justin-morrow;SJ;26;21;1937;584;747;78.2;9;0;16;2;0.09;26;558;21.92;0
shane-o-neill;COL;26;24;2196;578;763;75.8;6;0;3;0;0;71;507;23.08;0
bobby-convey;TOR;21;20;1786;576;741;77.7;32;51;36;4;0.2;43;533;29.51;0
victor-bernardez;SJ;25;25;2233;575;798;72.1;5;0;0;1;0.04;130;445;0;0
jordan-harvey;VAN;24;23;2082;568;718;79.1;12;0;3;1;0.04;24;544;9.38;0
dejan-jakovic;DC;18;17;1575;567;676;83.9;0;0;0;0;0;60;507;0;0
kelyn-rowe;NE;33;26;2528;566;780;72.6;37;24;10;8;0.28;30;536;20.83;0
eddie-johnson;SEA;21;20;1725;557;697;79.9;27;0;3;2;0.1;17;540;18.75;0
bernardo-anor;CLB;20;19;1663;553;690;80.1;19;1;6;1;0.05;31;522;24;0
pa-modou-kah;POR;20;20;1721;553;743;74.4;6;0;0;0;0;118;435;0;0
steven-caldwell;TOR;23;23;2066;550;741;74.2;4;0;1;1;0.04;82;468;25;0
kalif-alhassan;POR;30;15;1324;549;659;83.3;19;7;8;3;0.2;21;528;22.22;0
giles-barnes;HOU;33;32;2561;547;712;76.8;24;2;13;4;0.14;26;521;22.03;0
chris-rolfe;CHI;31;26;2135;541;733;73.8;39;6;7;1;0.04;24;517;21.21;0
sebastien-le-toux;PHI;32;25;2222;539;769;70.1;67;95;64;12;0.49;26;513;35.16;0
marco-di-vaio;MTL;33;31;2746;537;739;72.7;24;3;3;2;0.07;39;498;30;0
lamar-neagle;SEA;30;27;2409;535;754;71;35;16;21;4;0.15;20;515;23.86;0
dwayne-de-rosario;DC;24;17;1603;532;679;78.3;28;12;7;2;0.11;81;451;13.73;0
daigo-kobayashi;VAN;30;21;1651;532;646;82.3;33;19;14;4;0.22;30;502;40;0
kosuke-kimura;RBNY;24;15;1575;531;634;83.8;6;0;8;2;0.11;23;508;20;0
agustin-viana;CLB;20;20;1519;530;720;73.6;8;0;5;0;0;31;499;20.83;0
paulo-nagamura;SKC;17;17;1468;525;652;80.5;6;0;1;1;0.06;56;469;3.85;0
eric-avila;CHV;28;24;2183;520;697;74.6;32;13;25;2;0.08;30;490;29.07;0
juninho-pernambucano;RBNY;13;10;984;515;630;81.8;23;37;20;4;0.37;62;453;33.9;0
fabian-castillo;DAL;33;26;2176;509;663;76.8;29;8;10;6;0.25;15;494;23.26;0
stephen-mccarthy;NE;19;17;1564;508;610;83.3;3;0;0;0;0;54;454;0;0
carlos-borja;CHV;26;22;2009;507;676;75;4;0;5;2;0.09;35;472;50;0
russell-teibert;VAN;24;19;1777;500;628;79.6;28;39;36;9;0.46;23;477;28.35;0
zach-scott;SEA;21;16;1458;499;655;76.2;4;0;3;0;0;73;426;37.5;0
patrick-nyarko;CHI;30;24;2153;498;686;72.6;34;0;14;4;0.17;13;485;20.59;0
johnny-leveron;VAN;18;18;1620;497;655;75.9;2;0;2;0;0;87;410;40;0
shea-salinas;SJ;28;24;1982;494;666;74.2;59;123;70;8;0.36;20;474;26.52;0
servando-carrasco;SEA;19;13;1230;492;622;79.1;10;0;3;1;0.07;53;439;75;0
chris-schuler;RSL;16;16;1440;487;600;81.2;4;0;0;0;0;53;434;0;0
alex;CHI;30;18;1625;485;620;78.2;24;18;11;1;0.06;48;437;28.95;0
roy-miller;RBNY;17;16;1367;485;653;74.3;12;0;12;1;0.07;18;467;33.33;0
nick-labrocca;COL;24;16;1214;483;604;80;17;9;7;3;0.22;37;446;23.33;0
gyasi-zardes;LA;27;23;2170;482;674;71.5;28;1;12;4;0.17;10;472;26.67;0
peterson-joseph;SKC;23;14;1175;476;578;82.3;12;3;2;0;0;40;436;25;0
reggie-lambe;TOR;28;20;1799;466;600;77.7;17;4;9;1;0.05;24;442;24.32;0
conor-casey;PHI;31;25;2201;463;716;64.7;33;0;4;5;0.2;38;425;12.12;0
fabian-espindola;RBNY;28;23;2054;460;646;71.2;23;0;10;2;0.09;23;437;19.61;0
oswaldo-minda;CHV;16;15;1224;456;551;82.8;5;0;0;0;0;32;424;0;0
heath-pearce;RBNY;14;11;1083;456;585;78;5;0;8;2;0.17;31;425;36.36;0
diego-fagundez;NE;31;28;2427;453;595;76.1;22;4;5;7;0.26;12;441;17.24;0
richard-eckersley;TOR;16;16;1438;452;606;74.6;7;1;6;0;0;37;415;17.65;0
chris-pontius;DC;22;19;1754;452;634;71.3;29;48;27;3;0.15;21;431;30;0
ike-opara;SKC;18;15;1397;449;570;78.8;11;0;1;0;0;51;398;100;0
jared-jeffrey;DC;10;10;796;447;519;86.1;13;1;1;0;0;43;404;50;0
andrew-driver;HOU;26;20;1694;445;582;76.5;29;26;30;1;0.05;5;440;23.44;0
atiba-harris;COL;29;24;2012;442;726;60.9;31;0;7;1;0.04;18;424;15.56;0
jimmy-nielsen;SKC;34;34;3060;442;682;64.8;0;0;0;0;0;190;252;0;0
will-bruin;HOU;30;30;2596;440;623;70.6;32;0;6;7;0.24;19;421;33.33;0
darren-o-dea;TOR;17;17;1530;438;616;71.1;12;0;8;1;0.06;75;363;36.36;0
je-vaughn-watson;DAL;24;15;1372;436;559;78;9;0;3;2;0.13;39;397;23.08;0
mike-magee;CHI;22;22;1901;435;577;75.4;55;89;37;4;0.19;23;412;27.41;0
andres-romero;MTL;30;20;1672;426;544;78.3;24;16;13;2;0.11;24;402;29.55;0
blas-perez;DAL;25;21;2019;425;605;70.3;25;0;1;3;0.13;15;410;12.5;0
camilo-sanvezzo;VAN;32;27;2418;424;641;66.2;32;65;27;6;0.22;30;394;21.77;0
chad-barson;CLB;20;18;1612;422;532;79.3;8;0;4;1;0.06;26;396;23.53;0
joao-plata;RSL;29;19;1645;419;522;80.3;18;17;10;8;0.44;19;400;20.41;0
jackson-goncalves;DAL;30;29;2375;417;584;71.4;30;0;13;3;0.11;40;377;17.33;0
jairo-arrieta;CLB;26;21;1862;412;519;79.4;27;0;1;4;0.19;17;395;7.14;0
jason-hernandez;SJ;21;19;1680;411;510;80.6;1;0;0;0;0;42;369;0;0
claudio-bieler;SKC;28;25;2109;410;541;75.8;23;0;0;4;0.17;36;374;0;0
kenny-miller;VAN;21;19;1643;408;552;73.9;25;4;3;1;0.05;14;394;12.5;0
bakary-soumare;CHI;22;22;1918;400;562;71.2;3;0;0;0;0;69;331;0;0
alan-gordon;SJ;24;17;1436;399;589;67.7;15;0;0;3;0.19;19;380;0;0
jack-mcinerney;PHI;31;25;2209;398;528;75.4;23;0;7;0;0;20;378;28;0
obafemi-martins;SEA;20;17;1466;393;517;76;9;0;3;4;0.25;19;374;33.33;0
ashtone-morgan;TOR;22;20;1805;393;578;68;5;1;7;1;0.05;26;367;11.48;0
lawrence-olum;SKC;20;9;1001;391;511;76.5;14;0;0;1;0.09;39;352;0;0
sebastian-velasquez;RSL;19;9;892;389;461;84.4;10;10;3;3;0.3;18;371;15;0
ben-zemanski;POR;25;9;990;387;496;78;7;1;4;2;0.18;30;357;16.67;0
bobby-burling;CHV;23;18;1651;386;543;71.1;5;0;1;0;0;38;348;33.33;0
andy-rose;SEA;18;9;888;386;498;77.5;3;1;5;2;0.2;18;368;45.45;0
a-j-soares;NE;18;17;1476;385;535;72;0;0;0;0;0;69;316;0;0
carlos-salcedo;RSL;13;12;1069;384;452;85;1;0;1;0;0;42;342;100;0
lovel-palmer;RSL;17;14;1198;378;513;73.7;2;0;6;1;0.08;37;341;17.65;0
dan-kennedy;CHV;31;31;2754;377;755;49.9;1;0;0;0;0;192;185;0;0
mamadou-danso;POR;16;15;1360;376;463;81.2;0;0;0;1;0.07;52;324;0;0
brian-mullan;COL;16;15;1359;376;550;68.4;24;18;28;2;0.13;31;345;37.33;0
leonardo;LA;14;12;1106;373;428;87.2;1;0;0;0;0;39;334;0;0
matias-sanchez;CLB;14;10;820;371;471;78.8;10;0;2;1;0.11;52;319;40;0
kyle-porter;DC;27;18;1594;370;500;74;32;54;32;1;0.06;18;352;26.67;0
brad-rusin;VAN;19;16;1391;369;458;80.6;2;0;0;0;0;35;334;0;0
shalrie-joseph;SEA;10;6;592;365;437;83.5;7;0;0;0;0;36;329;0;0
dilly-duka;CHI;31;24;1788;363;513;70.8;28;14;22;3;0.15;15;348;25.29;0
doneil-henry;TOR;20;19;1651;363;531;68.4;4;0;1;2;0.11;46;317;50;0
marc-burch;SEA;20;13;1158;361;495;72.9;14;26;28;4;0.31;22;339;29.79;0
logan-pause;CHI;15;11;904;358;429;83.5;6;0;0;0;0;28;330;0;0
juan-toja;NE;18;11;905;356;440;80.9;6;0;3;0;0;18;338;50;0
zac-macmath;PHI;34;34;3060;353;749;47.1;3;0;0;0;0;217;136;0;0
ethan-white;DC;14;13;1098;353;475;74.3;2;0;0;0;0;49;304;0;0
tally-hall;HOU;34;34;3060;351;719;48.8;1;0;0;0;0;192;159;0;0
hernan-bernardello;MTL;8;8;626;350;417;83.9;9;9;3;0;0;67;283;17.65;0
andy-o-brien;VAN;16;16;1400;349;442;79;2;0;0;0;0;39;310;0;0
brandon-mcdonald;DC;12;11;965;348;475;73.3;0;0;1;1;0.09;62;286;100;0
jon-busch;SJ;33;33;2970;346;687;50.4;1;0;0;0;0;252;94;0;0
josue-soto;CHV;18;12;1158;343;458;74.9;8;5;7;0;0;23;320;15.91;0
hector-jimenez;LA;26;14;1178;339;462;73.4;23;0;15;4;0.31;10;329;24.19;0
edson-buddle;COL;24;19;1664;337;455;74.1;18;0;6;3;0.16;28;309;50;0
luis-silva;DC;13;13;1042;335;410;81.7;28;37;7;2;0.17;12;323;13.21;0
eric-brunner;HOU;13;9;889;333;406;82;2;0;0;0;0;25;308;0;0
ryan-johnson;POR;29;21;1770;331;496;66.7;13;0;9;4;0.2;5;326;17.31;0
carlos-bocanegra;CHV;12;12;1052;329;424;77.6;3;0;0;0;0;34;295;0;0
jorge-villafana;CHV;20;15;1432;326;427;76.3;8;10;17;4;0.25;2;324;20.73;0
nick-rimando;RSL;27;27;2430;325;571;56.9;1;0;0;1;0.04;118;207;0;0
matt-watson;VAN;21;15;1292;325;426;76.3;10;0;3;1;0.07;19;306;33.33;0
arevalo-rios;CHI;9;9;780;322;401;80.3;4;0;0;0;0;37;285;0;0
walter-martinez;SJ;15;10;919;322;430;74.9;14;1;8;2;0.2;32;290;30.77;0
saer-sene;NE;24;14;1217;322;439;73.3;11;0;0;5;0.37;29;293;0;0
michael-stephens;LA;21;8;775;320;407;78.6;7;0;8;1;0.12;11;309;34.78;0
abdoulie-mansally;RSL;14;9;774;319;408;78.2;4;0;2;1;0.12;38;281;20;0
glauber;CLB;13;13;1169;317;427;74.2;2;0;0;0;0;55;262;0;0
collen-warner;MTL;17;9;876;316;384;82.3;5;0;1;0;0;26;290;25;0
kellyn-acosta;DAL;13;11;1004;315;377;83.5;5;1;7;0;0;23;292;24.14;0
carlyle-mitchell;VAN;15;13;1179;314;398;78.9;3;0;0;2;0.15;27;287;0;0
marky-delgado;CHV;16;13;1247;312;433;72.1;6;0;0;1;0.07;16;296;0;0
lewis-neal;DC;9;5;491;312;358;87.2;7;4;4;1;0.18;32;280;33.33;0
jordan-stewart;SJ;12;12;1080;305;400;76.3;10;0;9;0;0;11;294;29.03;0
michael-gspurning;SEA;28;28;2475;304;512;59.4;1;0;0;0;0;132;172;0;0
steven-lenhart;SJ;21;14;1322;304;458;66.4;15;1;1;2;0.14;9;295;10;0
joel-lindpere;CHI;25;17;1444;303;445;68.1;25;29;28;8;0.5;20;283;26.67;0
kei-kamara;SKC;15;10;1022;300;432;69.4;15;1;6;2;0.18;16;284;17.65;0
sanna-nyassi;MTL;22;11;1162;299;359;83.3;16;3;8;1;0.08;11;288;20;0
ramiro-corrales;SJ;12;11;870;298;411;72.5;11;2;4;2;0.21;26;272;23.53;0
mikael-silvestre;POR;8;8;688;291;364;80;1;0;1;0;0;49;242;100;0
darel-russell;TOR;18;10;924;289;385;75.1;10;0;5;0;0;29;260;31.25;0
deshorn-brown;COL;31;24;2169;287;417;68.8;14;1;5;4;0.17;9;278;14.29;0
daniel-paladini;CHI;20;7;823;287;370;77.6;17;16;9;3;0.33;23;264;25;0
martin-rivero;COL;16;6;705;287;361;79.5;16;27;16;3;0.38;28;259;40;0
soony-saad;SKC;23;15;1353;285;367;77.7;25;6;23;4;0.27;22;263;50;0
eddie-gaven;CLB;10;10;900;282;359;78.5;9;1;3;4;0.4;5;277;13.64;0
cj-sapong;SKC;25;16;1551;282;426;66.2;13;0;5;2;0.12;7;275;23.81;0
khari-stephenson;RSL;19;9;791;282;337;83.7;2;0;0;1;0.11;19;263;0;0
walter-vilchez;CHV;11;11;970;280;362;77.3;4;0;1;1;0.09;25;255;25;0
troy-perkins;MTL;33;33;2970;279;528;52.8;0;0;0;0;0;111;168;0;0
dennis-iapichino;MTL;9;7;714;277;379;73.1;6;0;3;0;0;18;259;23.08;0
luis-robles;RBNY;34;34;3060;277;540;51.3;0;0;0;1;0.03;117;160;0;0
adam-jahn;SJ;22;11;1059;274;387;70.8;14;0;1;0;0;10;264;33.33;0
clint-dempsey;SEA;9;6;651;273;318;85.8;11;2;3;0;0;8;265;33.33;0
fabinho;PHI;14;10;980;271;355;76.3;12;4;17;2;0.18;16;255;20.99;0
ryan-richter;TOR;13;12;1118;268;402;66.7;6;0;7;1;0.08;16;252;16.67;0
bill-hamid;DC;25;25;2250;264;485;54.4;0;0;0;0;0;108;156;0;0
erick-torres;CHV;15;15;1349;264;340;77.7;10;0;0;1;0.07;10;254;0;0
raul-fernandez;DAL;26;26;2340;263;531;49.5;1;0;0;0;0;133;130;0;0
mike-magee;LA;10;10;892;263;336;78.3;7;5;3;0;0;22;241;23.08;0
gabriel-farfan;CHV;14;10;844;262;333;78.7;7;0;3;0;0;10;252;23.08;0
robbie-findley;RSL;25;17;1260;262;351;74.6;8;0;0;2;0.14;13;249;0;0
robert-earnshaw;TOR;26;23;1883;261;335;77.9;5;0;7;0;0;10;251;25.93;0
ibrahim-sekagya;RBNY;8;8;702;261;309;84.5;0;0;0;0;0;45;216;0;0
kenny-cooper;DAL;31;19;1741;259;366;70.8;16;0;2;1;0.05;3;256;8;0
alvaro-saborio;RSL;16;15;1346;256;357;71.7;12;0;2;2;0.13;13;243;22.22;0
luis-silva;TOR;14;11;940;251;364;69;16;36;18;2;0.19;17;234;32.73;0
juan-agudelo;NE;14;11;1021;250;323;77.4;7;0;0;1;0.09;5;245;0;0
bobby-shuttleworth;NE;23;22;2063;247;457;54;0;0;0;0;0;122;125;0;0
gale-agbossoumonde;TOR;13;12;1081;243;332;73.2;3;0;0;0;0;32;211;0;0
clint-irwin;COL;32;31;2873;243;461;52.7;1;0;0;0;0;175;68;0;0
clyde-simms;NE;10;9;668;239;277;86.3;2;0;1;1;0.13;16;223;100;0
jose-villarreal;LA;22;12;1109;236;326;72.4;23;11;9;1;0.08;11;225;28.13;0
lloyd-sam;RBNY;22;8;814;233;288;80.9;13;3;12;1;0.11;5;228;30.77;0
ben-speas;CLB;19;10;935;232;316;73.4;11;0;6;1;0.1;8;224;19.35;0
wells-thompson;CHI;8;6;542;230;289;79.6;3;1;1;0;0;9;221;16.67;0
justin-meram;CLB;19;9;781;229;336;68.2;13;1;1;1;0.12;7;222;8.33;0
olmes-garcia;RSL;24;8;996;226;302;74.8;11;0;5;4;0.36;4;222;11.11;0
patrick-ianni;SEA;9;7;705;226;301;75.1;1;0;0;0;0;48;178;0;0
joe-bendik;TOR;33;33;2969;224;510;43.9;0;0;0;0;0;149;75;0;0
peguy-luyindula;RBNY;22;9;863;224;290;77.2;9;6;1;7;0.73;9;215;10;0
hogan-ephraim;TOR;11;9;775;223;283;78.8;7;3;3;0;0;8;215;12;0
tristan-bowen;CHV;22;15;1173;219;326;67.2;11;0;5;2;0.15;7;212;12.2;0
