name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
jon-conway;CHV;0;0;0;0;0;0;0;0;0;0;0;0
bouna-coundoul;RBNY;0;0;0;0;0;0;0;0;0;0;0;0
steve-cronin;DC;0;0;0;0;0;0;0;0;0;0;0;0
;DAL;0;0;0;0;0;0;0;0;0;0;0;0
ben-dragavon;CLB;0;0;0;0;0;0;0;0;0;0;0;0
ben-dragavon;TOR;0;0;0;0;0;0;0;0;0;0;0;0
alec-dufty;RBNY;0;0;0;0;0;0;0;0;0;0;0;0
alec-dufty;CLB;0;0;0;0;0;0;0;0;0;0;0;0
chris-eylander;SEA;0;0;0;0;0;0;0;0;0;0;0;0
stefan-frei;TOR;0;0;0;0;0;0;0;0;0;0;0;0
mike-graczyk;SJ;0;0;0;0;0;0;0;0;0;0;0;0
kevin-guppy;TOR;0;0;0;0;0;0;0;0;0;0;0;0
kevin-guppy;CHV;0;0;0;0;0;0;0;0;0;0;0;0
tally-hall;HOU;0;0;0;0;0;0;0;0;0;0;0;0
bill-hamid;DC;0;0;0;0;0;0;0;0;0;0;0;0
kasey-keller;SEA;0;0;0;0;0;0;0;0;0;0;0;0
;SKC;0;0;0;0;0;0;0;0;0;0;0;0
milos-kocic;DC;0;0;0;0;0;0;0;0;0;0;0;0
matt-pickens;COL;0;0;0;0;0;0;0;0;0;0;0;0
donovan-ricketts;LA;0;0;0;0;0;0;0;0;0;0;0;0
chris-sharpe;DC;0;0;0;0;0;0;0;0;0;0;0;0
chris-sharpe;CHV;0;0;0;0;0;0;0;0;0;0;0;0
zack-simmons;NE;0;0;0;0;0;0;0;0;0;0;0;0
andrew-weber;SJ;0;0;0;0;0;0;0;0;0;0;0;0
josh-wicks;DC;0;0;0;0;0;0;0;0;0;0;0;0
