name;club;games_played;games_started;mins;goals_against;aerial_duels;areial_duel_perc;clearances;fouls;interception
dominic-oduro;CHI;33;29;2604;33;30;20;10;25;11
heath-pearce;CHV;30;29;2581;33;35;54.3;167;13;45
joao-plata;TOR;26;21;1753;33;4;0;1;9;7
james-riley;SEA;29;29;2579;33;39;61.5;94;26;68
kalif-alhassan;POR;32;27;2337;32;16;25;9;28;21
joe-cannon;VAN;20;20;1800;32;0;0;11;0;0
pablo-mastroeni;COL;30;30;2517;32;13;38.5;21;28;52
patrick-nyarko;CHI;30;24;2266;32;28;42.9;16;30;32
dane-richards;RBNY;27;27;2343;32;12;25;6;46;26
cj-sapong;SKC;34;22;2096;32;76;57.9;18;30;10
teemu-tainio;RBNY;28;28;2407;32;39;56.4;66;45;93
ben-zemanski;CHV;28;23;2056;32;21;42.9;27;30;32
jair-benitez;DAL;27;25;2231;31;8;37.5;44;23;36
brian-carroll;PHI;30;30;2571;31;11;54.5;35;27;41
davide-chiumiento;VAN;26;20;1674;31;9;11.1;4;15;9
thierry-henry;RBNY;26;26;2265;31;18;55.6;18;28;6
daniel-hernandez;DAL;30;30;2668;31;28;42.9;58;48;60
shea-salinas;VAN;26;18;1695;31;7;42.9;11;12;14
brek-shea;DAL;31;30;2647;31;55;49.1;43;25;18
khari-stephenson;SJ;31;27;2256;31;33;30.3;45;41;27
marvell-wynne;COL;29;28;2527;31;35;57.1;155;16;46
mehdi-ballouchy;RBNY;29;17;1519;30;15;53.3;10;33;14
nat-borchers;RSL;30;30;2547;30;54;70.4;155;14;52
bobby-boswell;HOU;28;27;2460;30;58;67.2;139;20;53
jay-demerit;VAN;21;20;1671;30;20;85;118;20;60
roger-espinoza;SKC;24;24;1979;30;34;61.8;46;44;52
cory-gibbs;CHI;26;26;2203;30;36;77.8;135;30;41
ugo-ihemelu;DAL;31;30;2726;30;37;64.9;176;28;46
alejandro-moreno;CHV;24;22;2016;30;24;37.5;5;42;10
jeff-parke;SEA;28;28;2387;30;61;73.8;174;17;59
jorge-perlaza;POR;31;26;2152;30;25;20;1;22;4
chris-pontius;DC;25;25;2114;30;47;44.7;21;18;16
zarek-valentin;CHV;25;24;2114;30;13;53.9;95;20;35
mamadou-danso;POR;24;23;1999;29;49;49;162;7;25
rajko-lekic;NE;23;22;1853;29;42;47.6;8;37;4
fredy-montero;SEA;30;27;2304;29;28;42.9;4;55;9
ethan-white;DC;24;21;1928;29;27;55.6;123;14;28
marvin-chavez;DAL;31;30;2521;28;14;28.6;6;37;20
bobby-convey;SJ;21;19;1766;28;16;43.8;27;28;30
maicon-santos;TOR;19;15;1248;28;27;40.7;17;19;5
hunter-freeman;HOU;23;22;1909;28;14;14.3;73;17;25
faryd-mondragon;PHI;27;27;2385;28;0;0;16;0;1
chance-myers;SKC;28;24;2209;28;22;81.8;62;36;53
graham-zusi;SKC;32;25;2329;28;21;42.9;17;26;32
justin-braun;CHV;29;22;2055;27;43;34.9;9;42;11
marc-burch;DC;17;11;1117;27;3;33.3;33;10;25
franco-coria;NE;18;14;1250;27;23;78.3;74;29;48
jordan-harvey;VAN;14;14;1257;27;15;46.7;31;11;17
zach-loyd;DAL;30;28;2416;27;30;56.7;79;37;47
tyrone-marshall;COL;27;24;2177;27;35;71.4;135;24;48
javier-martina;TOR;23;15;1389;27;19;31.6;0;13;7
julio-cesar;SKC;27;25;2149;27;24;58.3;118;30;63
sal-zizzo;POR;30;14;1515;27;23;56.5;14;13;13
danleigh-borman;TOR;22;18;1606;26;16;81.3;47;18;36
diego-chaves;CHI;29;19;1699;26;44;29.6;19;17;5
ryan-cochrane;NE;22;19;1478;26;33;69.7;106;29;28
a-j-delagarza;LA;30;30;2627;26;24;33.3;122;31;48
erik-friberg;SEA;26;23;1897;26;8;37.5;19;30;32
josh-gardner;CLB;22;21;1812;26;16;68.8;73;13;31
kei-kamara;SKC;30;24;2201;26;58;62.1;18;37;21
pat-phelan;NE;20;15;1425;26;48;52.1;45;24;28
peter-vagenas;VAN;16;13;1042;26;8;37.5;6;11;12
mikael-yourassowsky;TOR;21;13;1302;26;8;37.5;8;26;10
rich-balchan;CLB;19;18;1615;25;18;55.6;37;12;37
kyle-beckerman;RSL;29;27;2423;25;8;75;45;36;66
bobby-burling;SJ;23;23;2040;25;49;71.4;126;22;46
milton-caraglio;NE;12;12;991;25;18;16.7;10;22;6
julian-de-guzman;TOR;19;16;1325;25;17;41.2;21;37;31
todd-dunivant;LA;32;32;2880;25;19;47.4;90;25;49
wells-thompson;COL;31;22;1935;25;10;70;13;31;26
tyson-wahl;SEA;23;22;1989;25;32;71.9;81;22;43
cam-weaver;HOU;28;16;1611;25;83;55.4;12;47;3
jeb-brovsky;VAN;24;16;1509;24;28;53.6;37;24;32
aurelien-collin;SKC;23;21;1912;24;43;74.4;139;38;44
yamith-cuesta;CHI;20;18;1681;24;27;70.4;129;34;53
alvaro-fernandez;SEA;29;23;1849;24;57;54.4;20;16;25
caleb-folan;COL;26;16;1521;24;89;59.5;10;27;2
dan-gargan;TOR;16;12;1063;24;17;52.9;36;18;18
eddie-gaven;CLB;26;26;2227;24;38;21.1;24;28;26
justin-mapp;PHI;29;24;1861;24;17;47.1;9;19;19
rafa-marquez;RBNY;19;19;1684;24;25;76;58;26;57
stephen-mccarthy;NE;21;18;1428;24;53;62.3;26;16;26
jorge-villafana;CHV;25;24;1793;24;8;50;15;21;14
chris-wingert;RSL;23;22;1915;24;7;28.6;44;32;40
omar-cummings;COL;26;18;1686;23;22;22.7;3;18;5
dilly-duka;CLB;22;16;1399;23;24;8.3;6;22;16
simon-elliott;CHV;24;21;1824;23;11;54.5;46;19;31
sean-franklin;LA;28;25;2338;23;33;54.5;87;23;39
torsten-frings;TOR;13;13;1124;23;2;50;22;8;21
michael-harrington;SKC;23;16;1495;23;22;54.5;50;14;23
andy-iro;TOR;13;13;1145;23;10;70;65;20;30
jay-nolly;VAN;14;14;1260;23;0;0;21;1;0
sanna-nyassi;COL;26;17;1586;23;20;20;4;24;18
brad-ring;SJ;21;17;1600;23;12;58.3;28;33;21
michael-umana;CHV;22;21;1796;23;31;61.3;111;21;41
andy-williams;RSL;31;20;1970;23;6;16.7;7;33;23
steven-beitashour;SJ;19;19;1655;22;6;50;55;15;48
kevin-burns;CLB;19;15;1243;22;19;47.4;25;12;20
colin-clark;HOU;29;17;1486;22;6;33.3;7;18;21
simon-dawkins;SJ;26;19;1773;22;4;50;4;15;11
jeremy-hall;POR;17;17;1423;22;37;46;38;19;13
andrew-jacobson;DAL;27;22;1850;22;80;55;55;33;30
abdoulie-mansally;NE;25;9;1140;22;17;23.5;13;27;8
carlos-mendes;RBNY;18;16;1505;22;5;60;60;21;44
marcos-mondaini;CHV;24;20;1493;22;22;40.9;4;17;14
darlington-nagbe;POR;28;21;1651;22;24;37.5;3;8;7
juninho;LA;30;30;2555;22;16;31.3;27;35;61
mauro-rosales;SEA;26;22;1870;22;9;22.2;4;18;19
davy-arnaud;SKC;22;16;1536;21;20;50;22;18;29
will-bruin;HOU;25;21;1693;21;42;30.9;9;18;1
charlie-davies;DC;26;18;1553;21;5;0;1;23;2
dwayne-de-rosario;DC;18;17;1488;21;14;35.7;4;33;8
gabriel-farfan;PHI;22;18;1609;21;20;75;42;27;27
ned-grabavoy;RSL;25;21;1899;21;18;44.4;20;25;34
tom-heinemann;CLB;28;12;1315;21;78;47.4;7;26;4
dejan-jakovic;DC;15;15;1323;21;25;88;89;18;33
chris-korb;DC;12;12;1020;21;8;37.5;33;7;20
brandon-mcdonald;DC;18;18;1599;21;10;70;84;22;32
brian-mullan;COL;22;19;1665;21;25;36;8;36;32
jamison-olave;RSL;24;24;2128;21;31;71;149;30;76
emilio-renteria;CLB;18;14;1159;21;28;39.3;4;36;3
zack-schilawski;NE;25;13;1198;21;22;31.8;3;5;6
tony-tchani;CLB;15;14;1144;21;31;51.6;13;24;15
david-beckham;LA;26;25;2226;20;6;66.7;9;26;24
teal-bunbury;SKC;29;20;1744;20;19;31.6;10;36;5
fabian-espindola;RSL;27;25;2096;20;30;33.3;7;39;13
jackson-goncalves;DAL;28;22;1952;20;13;23.1;32;39;46
omar-gonzalez;LA;29;29;2599;20;53;67.9;225;16;70
jhon-kennedy-hurtado;SEA;23;23;1945;20;46;67.4;174;30;60
will-johnson;RSL;25;22;2059;20;9;44.4;26;20;43
ashtone-morgan;TOR;14;9;903;20;5;60;19;12;17
sainey-nyassi;NE;21;8;959;20;12;25;4;15;8
lovel-palmer;HOU;19;16;1450;20;19;42.1;27;19;16
veljko-paunovic;PHI;17;16;1236;20;43;39.5;14;25;20
santino-quaranta;DC;21;10;1091;20;27;40.7;12;22;13
chris-schuler;RSL;20;16;1638;20;17;82.3;96;16;59
dwayne-de-rosario;RBNY;13;12;1113;19;21;38.1;3;21;7
patrick-ianni;SEA;16;12;1232;19;33;69.7;100;14;37
dax-mccarty;RBNY;16;14;1175;19;13;38.5;22;9;27
danny-mwanga;PHI;28;13;1535;19;28;46.4;7;28;6
robbie-russell;RSL;26;22;1809;19;11;54.5;58;17;34
alvaro-saborio;RSL;23;22;1928;19;32;40.6;9;43;8
je-vaughn-watson;HOU;22;11;1163;19;13;7.7;24;28;21
juan-agudelo;RBNY;27;12;1364;18;28;50;8;25;7
rafael-baca;SJ;15;11;1046;18;6;50;13;12;14
tony-beltran;RSL;22;19;1731;18;21;19.1;63;14;37
chris-birchall;LA;23;17;1551;18;9;33.3;30;27;14
zak-boggs;NE;20;16;1348;18;15;33.3;4;9;23
blake-brettschneider;DC;15;9;789;18;53;41.5;5;13;5
luis-gil;RSL;25;14;1288;18;10;20;6;16;14
ryan-guy;NE;11;6;610;18;6;66.7;8;5;6
ryan-johnson;TOR;12;12;993;18;32;46.9;6;12;3
nizar-khalfan;VAN;22;9;1066;18;11;18.2;4;9;7
daniel-paladini;CHI;23;16;1491;18;18;16.7;13;37;32
pavel-pardo;CHI;13;12;1047;18;5;80;18;9;17
steve-purdy;POR;8;8;720;18;11;63.6;21;12;8
luke-rodgers;RBNY;23;20;1560;18;1;0;0;27;2
ricardo-villar;DAL;20;14;1317;18;16;12.5;10;24;17
danny-koevermans;TOR;10;9;756;17;13;7.7;5;7;3
chris-leitch;SJ;14;12;1115;17;12;66.7;68;8;21
dax-mccarty;DC;13;11;946;17;17;35.3;17;12;27
kyle-nakazawa;PHI;22;14;1208;17;18;50;14;24;19
;TOR;13;13;1024;17;12;33.3;15;9;10
josh-saunders;LA;19;18;1639;17;1;0;24;1;0
jamie-smith;COL;20;18;1519;17;13;38.5;10;12;8
juan-pablo-angel;CHV;9;9;795;16;18;55.6;8;9;1
omar-bravo;SKC;27;26;2150;16;19;52.6;7;22;8
adrian-cann;TOR;12;12;988;16;24;66.7;72;11;23
fabian-castillo;DAL;21;16;1355;16;4;0;1;11;6
brad-evans;SEA;20;17;1509;16;55;45.5;30;13;24
josip-mikulic;CHI;14;12;1038;16;13;53.9;90;21;21
seth-sinovic;SKC;20;20;1737;16;16;56.3;35;15;41
nathan-sturgis;TOR;14;11;953;16;11;63.6;17;3;14
chad-barrett;LA;27;20;1583;15;59;30.5;6;13;3
fred;DC;17;5;596;15;3;0;8;14;6
maicon-santos;DAL;11;9;726;15;9;55.6;5;11;1
terry-dunfield;VAN;12;11;928;15;10;40;20;11;13
stephen-keel;RBNY;16;13;1226;15;20;50;79;14;23
stephen-king;DC;20;11;1068;15;12;41.7;12;8;21
steven-lenhart;SJ;14;13;1163;15;63;50.8;14;30;1
james-marcelin;POR;20;12;1142;15;9;55.6;19;20;33
bobby-shuttleworth;NE;7;7;630;15;0;0;4;0;1
michael-stephens;LA;25;12;1109;15;5;20;5;13;7
milos-stojcev;SKC;12;11;790;15;11;45.5;2;9;4
greg-sutton;RBNY;10;10;900;15;0;0;12;1;1
juan-pablo-angel;LA;22;17;1519;14;57;35.1;28;20;8
andrew-boyens;CHV;12;10;909;14;16;81.3;72;12;14
mike-chabala;POR;14;13;1157;14;9;44.4;46;5;19
brian-ching;HOU;20;15;1242;14;20;45;6;12;1
austin-da-luz;DC;14;5;616;14;8;12.5;6;4;11
landon-donovan;LA;23;21;1915;14;15;40;7;36;16
blair-gavin;CHV;18;11;958;14;12;33.3;4;6;16
ryan-johnson;SJ;14;12;1087;14;45;60;6;17;5
michael-lahoud;CHV;23;17;1341;14;11;36.4;48;19;25
roger-levesque;SEA;19;9;1062;14;43;32.6;11;16;9
adam-moffat;HOU;13;12;1102;14;2;50;17;12;20
lovel-palmer;POR;15;15;1332;14;8;50;39;7;27
gaston-puerari;CHI;14;10;808;14;4;25;1;18;4
frank-rost;RBNY;11;11;945;14;0;0;15;0;0
matt-stinson;TOR;13;5;675;14;6;50;12;11;15
jermaine-taylor;HOU;13;10;925;14;16;50;56;9;20
dicoy-williams;TOR;8;7;655;14;21;47.6;63;10;4
eric-avila;TOR;9;8;774;13;6;0;1;6;7
bouna-coundoul;RBNY;12;11;1035;13;0;0;15;0;0
michael-farfan;PHI;21;13;1460;13;19;52.6;32;22;41
joey-gjertsen;SJ;18;13;977;13;10;20;6;7;16
jordan-harvey;PHI;16;16;1241;13;13;84.6;46;13;13
david-horst;POR;16;11;1170;13;26;69.2;91;11;33
wes-knight;VAN;12;10;805;13;9;55.6;23;8;13
monsef-zerka;NE;7;7;511;13;5;100;9;4;3
arturo-alvarez;RSL;16;8;724;12;5;40;2;12;8
stephane-auvray;SKC;6;3;325;12;2;100;7;4;6
didier-domi;NE;9;8;680;12;14;64.3;36;8;17
leonardo-gonzalez;SEA;14;12;1069;12;8;87.5;69;22;21
greg-janicki;VAN;10;8;752;12;23;87;71;13;10
stefani-miglioranzi;PHI;17;11;980;12;28;60.7;26;15;21
justin-morrow;SJ;9;9;810;12;11;54.5;21;9;20
milton-rodriguez;DAL;13;5;511;12;15;33.3;3;8;1
dejan-rusmir;CLB;18;13;1016;12;18;61.1;13;35;20
john-thorrington;VAN;11;9;740;12;5;60;8;14;19
roger-torres;PHI;25;9;931;12;1;0;3;13;7
blake-wagner;VAN;9;9;778;12;14;78.6;39;11;19
jean-marc-alexandre;RSL;19;9;703;11;11;45.5;4;19;5
orr-barouch;CHI;28;2;624;11;28;39.3;4;19;2
birahim-diop;SKC;18;8;761;11;37;48.6;18;19;17
dan-gargan;CHI;9;9;785;11;8;50;36;12;30
sebastian-grazzini;CHI;11;11;780;11;2;50;3;15;7
lamar-neagle;SEA;23;9;1008;11;25;64;11;10;18
donovan-ricketts;LA;15;15;1284;11;0;0;14;0;0
alen-stevanovic;TOR;12;9;773;11;12;50;4;6;5
collen-warner;RSL;24;15;1106;11;5;80;7;28;15
bobby-warshaw;DAL;17;4;461;11;5;80;15;9;6
gianluca-zavarise;TOR;14;4;568;11;5;20;3;7;10
chris-albright;RBNY;8;6;482;10;3;100;5;4;9
conor-casey;COL;14;11;809;10;27;40.7;4;25;1
daniel-cruz;DAL;10;6;543;10;16;37.5;6;12;8
mike-fucito;SEA;19;13;1045;10;12;50;5;21;3
atiba-harris;VAN;5;5;444;10;16;62.5;9;13;4
nate-jaqua;SEA;23;7;843;10;49;57.1;11;29;3
;POR;7;3;265;10;11;45.5;3;4;1
milos-kocic;TOR;8;7;654;10;0;0;12;0;0
david-junior-lopes;CHV;8;7;580;10;11;72.7;35;13;20
mike-magee;LA;27;20;1772;10;27;40.7;20;30;18
amobi-okugo;PHI;15;10;811;10;8;37.5;25;18;15
michael-videira;CHI;9;7;493;10;11;63.6;14;10;17
;HOU;20;13;1152;9;9;22.2;7;19;7
austin-da-luz;RBNY;7;4;367;9;7;28.6;3;5;4
keon-daniel;PHI;18;9;888;9;16;37.5;12;6;15
paulo-jr;RSL;11;5;468;9;5;0;0;6;1
diego-fagundez;NE;6;3;314;9;2;0;0;4;1
david-ferreira;DAL;6;6;505;9;5;40;0;5;2
bruno-guarda;DAL;11;5;500;9;4;25;9;9;12
doneil-henry;TOR;10;6;503;9;6;66.7;32;8;19
mustapha-jarju;VAN;10;5;450;9;11;9.1;1;5;1
brandon-mcdonald;SJ;11;8;695;9;13;46.1;51;7;11
javier-morales;RSL;10;9;785;9;2;0;1;10;3
joseph-ngwenya;DC;16;7;629;9;18;27.8;5;20;5
scott-palguta;COL;9;5;550;9;11;72.7;23;5;7
;SJ;9;5;436;9;2;0;3;3;8
anthony-wallace;COL;10;8;719;9;4;25;27;7;9
freddy-adu;PHI;11;6;609;8;1;100;0;8;3
mouloud-akloul;VAN;8;7;625;8;11;63.6;43;7;13
eric-alexander;DAL;22;16;1218;8;14;57.1;11;11;17
paolo-cardozo;LA;17;8;821;8;1;0;2;18;5
jon-conway;CHI;6;6;540;8;0;0;9;0;0
jeff-cunningham;CLB;21;4;591;8;9;22.2;2;3;1
alan-gordon;TOR;8;7;632;8;34;58.8;7;23;1
baggio-husidic;CHI;18;9;794;8;18;61.1;13;14;9
zac-macmath;PHI;8;7;675;8;0;0;12;0;0
paulo-nagamura;CHV;11;6;544;8;11;0;11;9;9
ike-opara;SJ;8;5;485;8;23;56.5;45;10;8
dasan-robinson;CHI;5;2;248;8;4;75;22;2;3
carlos-ruiz;PHI;14;13;1144;8;31;48.4;13;15;3
kofi-sarkodie;HOU;7;7;582;8;4;25;23;10;9
tim-ward;SJ;3;2;225;8;0;0;7;0;5
anthony-ampaipitakwong;SJ;12;5;546;7;7;0;6;7;2
nana-attakora;TOR;6;4;373;7;8;25;23;3;9
rodrigo-brasesco;DC;3;2;155;7;7;71.4;17;1;7
servando-carrasco;SEA;12;7;689;7;9;44.4;9;11;15
carlo-costly;HOU;11;7;576;7;30;53.3;10;8;3
shaun-francis;CLB;6;5;428;7;5;80;19;10;11
kevin-goldthwaite;POR;4;3;190;7;7;57.1;7;2;4
jeremy-hall;DAL;4;2;291;7;7;28.6;3;3;9
ross-labauex;COL;11;4;313;7;5;0;0;5;0
miguel-lopez;LA;24;14;1165;7;20;15;3;19;2
joseph-nane-x3459;COL;10;2;308;7;11;45.5;6;6;8
cristian-nazarit;CHI;12;6;624;7;53;41.5;5;25;2
pat-onstad;DC;3;3;270;7;0;0;2;0;0
ryan-pore;POR;8;2;200;7;7;42.9;3;2;4
leonardo;LA;7;7;630;7;18;72.2;55;5;12
zach-scott;SEA;12;9;864;7;24;83.3;74;11;39
mariano-trujillo;CHV;12;0;451;7;2;0;7;10;8
o-brian-white;SEA;7;7;517;7;16;37.5;1;9;0
andre-akpan;COL;12;5;479;6;42;47.6;3;8;1
yordany-alvarez;RSL;5;4;419;6;3;66.7;11;21;2
quincy-amarikwa;COL;15;5;509;6;10;40;3;14;1
mike-chabala;HOU;7;2;266;6;4;75;8;4;6
laurent-courtois;CHV;11;3;454;6;0;0;2;6;5
jake-gleeson;POR;4;3;315;6;0;0;8;0;0
frankie-hejduk;LA;6;6;472;6;8;62.5;19;13;15
jovan-kirovski;LA;13;2;243;6;2;50;1;4;1
peter-lowry;POR;3;2;146;6;1;0;1;1;2
peri-marosevic;TOR;7;4;410;6;5;0;1;3;2
danny-o-rourke;CLB;6;5;471;6;1;0;15;11;12
craig-rocastle;SKC;6;5;306;6;5;0;2;6;4
jeferson;SKC;9;8;571;6;3;33.3;1;4;4
omar-salgado;VAN;14;5;504;6;9;55.6;6;9;0
russell-teibert;VAN;11;5;503;6;2;0;1;4;4
eddy-viator;TOR;3;2;186;6;0;0;3;4;4
steve-zakuani;SEA;6;6;452;6;3;33.3;2;6;5
jed-zayner;DC;4;4;311;6;6;50;7;9;6
bernardo-anor;CLB;13;6;640;5;10;40;4;7;6
nana-attakora;SJ;6;5;383;5;9;55.6;34;5;16
koke;HOU;7;2;233;5;11;27.3;1;3;1
maykel-galindo;DAL;6;1;147;5;1;0;0;0;4
bryan-jordan;LA;13;5;581;5;2;0;14;6;10
eric-kronberg;SKC;4;3;292;5;0;0;1;0;0
justin-meram;CLB;17;4;515;5;15;46.7;3;8;5
kurt-morsink;DC;2;2;157;5;1;0;6;0;5
michael-nanchoff;VAN;5;1;137;5;0;0;2;3;1
bratislav-ristic;CHI;9;5;413;5;6;16.7;4;5;11
jack-stewart;DAL;2;1;109;5;3;100;6;0;2
eric-avila;DAL;13;5;515;4;1;0;5;5;4
corben-bone;CHI;10;7;534;4;2;0;7;2;8
adin-brown;POR;2;2;135;4;0;0;1;0;0
luiz-camargo;HOU;7;6;515;4;2;50;5;10;5
miguel-comminges;COL;4;4;322;4;1;100;10;3;9
jimmy-conrad;CHV;2;2;180;4;8;37.5;9;1;2
steve-cronin;DC;2;0;126;4;0;0;3;0;0
terry-dunfield;TOR;6;2;263;4;2;0;3;2;3
danny-earls;COL;4;3;224;4;0;0;7;0;6
eric-gehrig;CLB;8;4;474;4;3;33.3;18;2;16
ruben-luna;DAL;15;2;407;4;5;20;3;11;1
rauwshan-mckenzie;RSL;2;2;180;4;3;33.3;14;2;2
francisco-mendoza;CHV;11;2;279;4;1;0;7;5;5
adam-moffat;POR;4;0;100;4;4;0;3;1;1
marko-perovic;NE;4;4;262;4;3;33.3;1;5;0
luke-sassano;SKC;9;5;531;4;8;62.5;19;2;9
scott-sealy;SJ;11;6;419;4;10;40;4;3;0
chris-seitz;DAL;1;1;90;4;0;0;2;0;0
long-tan;VAN;13;4;437;4;11;9.1;2;6;3
zach-thornton;CHV;2;2;180;4;0;0;1;0;0
blake-wagner;RSL;2;1;63;4;0;0;2;0;2
joe-willis;DC;3;3;270;4;0;0;2;0;0
gregg-berhalter;LA;10;8;748;3;13;61.5;47;13;20
branko-boskovic;DC;4;1;124;3;2;0;1;1;2
calen-carr;HOU;9;4;380;3;5;20;3;11;7
oscar-cordon;TOR;4;1;144;3;1;0;0;6;0
chris-cortez;CHV;9;1;207;3;7;57.1;7;7;1
adam-cristman;LA;11;5;527;3;13;38.5;5;14;3
bilal-duckett;VAN;4;2;226;3;3;0;8;4;3
jason-garey;HOU;10;2;164;3;11;27.3;1;4;1
andy-iro;CLB;4;2;178;3;0;0;18;4;4
hector-jimenez;LA;2;1;115;3;2;0;0;1;1
dan-keat;LA;5;1;117;3;2;50;0;2;3
scott-lorenz;SKC;1;1;84;3;1;0;2;3;0
jack-mcbean;LA;1;1;90;3;0;0;0;1;1
jack-mcinerney;PHI;18;5;557;3;10;40;0;10;5
ellis-mcloughlin;SJ;10;0;167;3;2;50;3;9;1
carlyle-mitchell;VAN;3;3;241;3;5;40;13;3;6
eddie-robinson;HOU;2;2;146;3;5;80;3;1;3
dasan-robinson;LA;1;1;90;3;0;0;2;2;2
shavar-thomas;SKC;3;0;35;3;3;33.3;2;2;0
eric-alexander;POR;6;3;249;2;0;0;0;1;2
cody-arnoux;RSL;2;0;69;2;3;0;0;1;0
tristan-bowen;CHV;3;0;60;2;0;0;0;2;1
daneil-cyrus;SKC;2;1;108;2;1;100;4;4;0
bright-dike;POR;11;0;164;2;2;50;1;7;0
matt-gold;TOR;3;0;45;2;0;0;0;1;0
alan-gordon;SJ;2;1;107;2;4;25;0;7;1
kevin-harmse;VAN;3;1;126;2;0;0;0;0;2
matt-luzunaris;SJ;6;0;63;2;1;0;1;3;0
