name;club;games_played;games_started;mins;goals_against;aerial_duels;areial_duel_perc;clearances;fouls;interception
joe-cannon;SJ;28;28;2520;47;0;0;0;0;0
kevin-hartman;SKC;30;30;2700;42;0;0;0;1;0
stefan-frei;TOR;26;26;2295;38;0;0;0;0;0
jon-busch;CHI;30;30;2700;34;0;0;0;1;0
pat-onstad;HOU;30;30;2700;29;0;0;0;0;0
nick-rimando;RSL;26;26;2285;29;0;0;0;1;0
ray-burse;DAL;17;16;1503;27;0;0;0;0;0
kasey-keller;SEA;29;29;2549;26;0;0;0;1;0
donovan-ricketts;LA;26;26;2274;26;0;0;0;1;0
josh-wicks;DC;19;19;1672;26;0;0;0;0;0
matt-reis;NE;24;24;2160;23;0;0;0;1;0
zach-thornton;CHV;27;27;2385;23;0;0;0;0;0
matt-pickens;COL;19;19;1710;22;0;0;0;0;0
danny-cepero;RBNY;13;13;1088;21;0;0;0;0;0
dario-sala;DAL;14;14;1195;20;0;0;0;2;0
william-hesmer;CLB;19;19;1710;18;0;0;0;0;0
preston-burpo;COL;11;11;990;16;0;0;0;0;0
jon-conway;RBNY;9;9;810;16;0;0;0;1;0
brad-knighton;NE;6;6;540;14;0;0;0;1;0
andy-gruenebaum;CLB;10;10;900;12;0;0;0;1;0
bouna-coundoul;RBNY;8;8;720;10;0;0;0;0;0
louis-crayton;DC;6;6;540;8;0;0;0;1;0
milos-kocic;DC;4;3;308;8;0;0;0;1;0
lance-parker;CHV;4;3;315;8;0;0;0;0;0
brian-edwards;TOR;3;3;270;6;0;0;0;0;0
josh-saunders;LA;6;4;426;5;0;0;0;0;0
chris-seitz;RSL;4;4;360;5;0;0;0;0;0
andrew-weber;SJ;2;2;180;3;0;0;0;0;0
steve-cronin;DC;2;2;180;2;0;0;0;0;0
chris-eylander;SEA;1;1;90;2;0;0;0;0;0
greg-sutton;TOR;2;1;135;2;0;0;0;0;0
ben-dragavon;SEA;1;0;61;1;0;0;0;0;0
kyle-reynish;RSL;1;0;55;1;0;0;0;0;0
kenny-schoeni;CLB;1;1;90;1;0;0;0;0;0
jean-marc-alexandre;RSL;4;0;99;0;0;0;0;1;0
osvaldo-alonso;SEA;27;26;2207;0;0;0;0;35;0
kevin-alston;NE;26;26;2339;0;0;0;0;22;0
corey-ashe;HOU;27;13;1250;0;0;0;0;11;0
mike-banner;CHI;22;8;942;0;0;0;0;6;0
darrius-barnes;NE;30;30;2700;0;0;0;0;18;0
guillermo-barros-schelotto;CLB;24;21;1816;0;0;0;0;22;0
kyle-beckerman;RSL;25;25;2218;0;0;0;0;42;0
david-beckham;LA;11;11;889;0;0;0;0;14;0
tony-beltran;RSL;23;21;1860;0;0;0;0;28;0
gregg-berhalter;LA;26;26;2298;0;0;0;0;41;0
