name;club;games_played;games_started;mins;goals_against;aerial_duels;areial_duel_perc;clearances;fouls;interception
blas-perez;DAL;25;21;2019;38;120;53.3;35;39;12
bobby-boswell;HOU;32;32;2830;37;149;58.4;212;29;100
bobby-burling;CHV;23;18;1651;37;61;68.8;136;36;78
david-ferreira;DAL;30;26;2419;37;37;27;13;24;21
justin-mapp;MTL;27;25;2137;37;48;31.3;16;21;23
dax-mccarty;RBNY;30;29;2582;37;63;47.6;46;28;52
giles-barnes;HOU;33;32;2561;36;193;40.9;22;25;14
will-bruin;HOU;30;30;2596;36;159;33.3;24;24;4
jeremy-hall;TOR;31;26;2280;36;70;47.1;25;34;57
markus-holgersson;RBNY;32;32;2866;36;58;60.3;172;41;113
dominic-oduro;CLB;34;34;2854;36;101;45.5;11;25;16
mauro-rosales;SEA;33;26;2175;36;33;21.2;9;20;18
nat-borchers;RSL;28;28;2520;35;111;60.4;213;13;57
michael-gspurning;SEA;28;28;2475;35;8;75;29;0;3
clint-irwin;COL;32;31;2873;35;7;85.7;33;0;1
andrew-jacobson;DAL;27;27;2292;35;133;58.6;73;46;65
zach-loyd;DAL;25;24;2132;35;61;62.3;95;25;47
drew-moor;COL;32;31;2793;35;171;69;286;17;77
kelyn-rowe;NE;33;26;2528;35;71;31;25;27;30
marcelo-sarvas;LA;33;33;2897;35;40;50;24;80;78
chris-wondolowski;SJ;29;29;2610;35;159;35.9;9;33;20
steven-beitashour;SJ;27;27;2426;34;41;61;82;23;62
nick-deleon;DC;25;23;1912;34;60;46.7;21;13;21
juninho;LA;32;32;2770;34;40;40;50;42;73
chris-rolfe;CHI;31;26;2135;34;47;46.8;14;17;21
camilo-sanvezzo;VAN;32;27;2418;34;96;28.1;10;51;15
chris-tierney;NE;29;26;2352;34;58;48.3;65;15;35
eric-alexander;RBNY;34;30;2504;33;33;42.4;15;19;23
corey-ashe;HOU;30;29;2585;33;42;38.1;70;14;64
rafael-baca;SJ;31;28;2379;33;32;43.8;20;17;63
andrew-farrell;NE;32;32;2813;33;61;49.2;125;12;106
sean-franklin;LA;33;29;2736;33;112;54.5;112;29;60
michael-harrington;POR;33;33;2951;33;90;51.1;130;26;72
thierry-henry;RBNY;30;27;2519;33;49;55.1;10;20;13
jhon-kennedy-hurtado;SEA;27;25;2243;33;136;62.5;146;28;111
chris-klute;COL;31;30;2696;33;54;61.1;114;26;79
reggie-lambe;TOR;28;20;1799;33;37;32.4;14;29;26
mike-magee;CHI;22;22;1901;33;30;36.7;14;17;7
javier-morales;RSL;28;25;2281;33;29;34.5;1;23;13
lee-nguyen;NE;33;32;2838;33;8;25;9;63;46
kyle-porter;DC;27;18;1594;33;71;26.8;21;22;19
marvell-wynne;COL;28;27;2315;33;53;43.4;121;22;42
dwayne-de-rosario;DC;24;17;1603;32;51;41.2;5;25;11
a-j-delagarza;LA;28;28;2399;32;54;61.1;141;22;60
jordan-harvey;VAN;24;23;2082;32;65;49.2;65;25;46
felipe-martins;MTL;32;28;2350;32;18;16.7;10;32;29
justin-morrow;SJ;26;21;1937;32;71;46.5;69;16;44
lamar-neagle;SEA;30;27;2409;32;146;41.8;17;54;10
bakary-soumare;CHI;22;22;1918;32;50;68;159;31;71
erick-torres;CHV;15;15;1349;32;105;33.3;18;28;6
jorge-villafana;CHV;20;15;1432;32;35;48.6;24;13;16
tyson-wahl;CLB;25;24;2155;32;65;55.4;98;29;69
josh-williams;CLB;27;25;2284;32;84;70.2;126;18;71
steven-caldwell;TOR;23;23;2066;31;82;64.6;169;31;41
conor-casey;PHI;31;25;2201;31;202;44.5;27;58;6
alex;CHI;30;18;1625;31;44;34.1;18;25;28
michael-farfan;PHI;29;22;1991;31;36;47.2;15;41;32
dejan-jakovic;DC;18;17;1575;31;35;65.7;106;18;95
sebastien-le-toux;PHI;32;25;2222;31;75;28;10;11;17
donovan-ricketts;POR;32;32;2880;31;7;100;23;0;2
james-riley;DC;21;19;1760;31;63;50.8;79;24;45
djimi-traore;SEA;27;25;2235;31;81;69.1;184;16;118
jun-marques-davidson;VAN;26;24;1961;30;35;57.1;40;22;83
diego-fagundez;NE;31;28;2427;30;41;19.5;9;22;22
george-john;DAL;24;24;2070;30;66;57.6;146;27;63
alessandro-nesta;MTL;23;23;1939;30;40;62.5;88;11;74
jimmy-nielsen;SKC;34;34;3060;30;11;90.9;25;0;1
bobby-shuttleworth;NE;23;22;2063;30;6;100;28;0;1
hendry-thomas;COL;27;27;2301;30;72;61.1;45;59;60
davy-arnaud;MTL;24;21;1766;29;55;43.6;15;35;36
chad-barson;CLB;20;18;1612;29;49;59.2;66;14;54
victor-bernardez;SJ;25;25;2233;29;137;69.3;248;24;77
scott-caldwell;NE;29;23;2174;29;33;30.3;62;35;42
diego-chara;POR;31;31;2737;29;53;54.7;33;74;68
ricardo-clark;HOU;30;29;2517;29;91;52.8;39;38;36
darlington-nagbe;POR;34;34;2848;29;57;45.6;11;8;12
jamison-olave;RBNY;29;27;2368;29;80;66.3;183;38;115
jonny-steele;RBNY;33;32;2665;29;50;40;20;42;34
russell-teibert;VAN;24;19;1777;29;27;29.6;8;16;29
jairo-arrieta;CLB;26;21;1862;28;48;14.6;11;44;3
carlos-bocanegra;CHV;12;12;1052;28;31;41.9;108;9;25
deshorn-brown;COL;31;24;2169;28;74;37.8;10;24;16
brad-davis;HOU;26;25;2204;28;41;53.7;32;27;41
andy-gruenebaum;CLB;21;21;1890;28;8;100;15;1;1
andrew-jean-baptiste;POR;26;22;2142;28;88;62.5;193;29;67
jack-mcinerney;PHI;31;25;2209;28;39;48.7;4;34;12
nick-rimando;RSL;27;27;2430;28;8;87.5;22;0;2
nathan-sturgis;COL;25;23;2037;28;56;51.8;39;34;36
;LA;27;23;2170;28;168;38.7;20;26;19
kyle-beckerman;RSL;26;26;2281;27;33;39.4;41;26;73
tim-cahill;RBNY;27;27;2243;27;186;59.1;79;78;41
carlo-cudicini;LA;21;21;1890;27;2;100;21;0;0
landon-donovan;LA;22;21;1874;27;21;42.9;6;24;16
robert-earnshaw;TOR;26;23;1883;27;57;17.5;5;16;7
brad-evans;SEA;24;21;1761;27;86;60.5;31;22;27
omar-gonzalez;LA;27;27;2368;27;132;68.2;224;17;79
leonardo-gonzalez;SEA;27;27;2318;27;47;46.8;95;38;78
danny-o-rourke;CLB;22;19;1723;27;24;79.2;58;45;62
dillon-powers;COL;30;29;2457;27;64;42.2;22;28;23
seth-sinovic;SKC;32;31;2773;27;79;64.6;118;34;91
tony-beltran;RSL;25;24;2230;26;66;39.4;66;18;61
aurelien-collin;SKC;29;29;2565;26;206;66;274;54;118
chance-myers;SKC;27;26;2383;26;91;56;78;38;69
je-vaughn-watson;DAL;24;15;1372;26;48;54.2;30;26;31
bryan-de-la-fuente;CHV;11;11;884;25;25;48;8;18;19
eddie-johnson;SEA;21;20;1725;25;122;50;14;19;2
johnny-leveron;VAN;18;18;1620;25;46;60.9;134;8;41
joel-lindpere;CHI;25;17;1444;25;38;39.5;12;13;19
oswaldo-minda;CHV;16;15;1224;25;21;61.9;28;35;21
adam-moffat;HOU;26;24;1947;25;60;50;37;22;43
lionard-pajoy;DC;20;11;1130;25;25;16;7;26;5
chris-pontius;DC;22;19;1754;25;110;61.8;19;21;18
andres-romero;MTL;30;20;1672;25;13;30.8;15;27;20
oriol-rosell;SKC;31;31;2691;25;42;35.7;36;66;130
diego-valeri;POR;31;28;2277;25;47;38.3;10;39;16
osvaldo-alonso;SEA;26;26;2179;24;35;62.9;57;54;70
kenny-cooper;DAL;31;19;1741;24;73;41.1;7;22;10
richard-eckersley;TOR;16;16;1438;24;25;52;49;26;27
fabian-espindola;RBNY;28;23;2054;24;75;34.7;12;41;10
boniek-garcia;HOU;22;21;1899;24;26;34.6;17;27;26
luis-gil;RSL;30;24;2060;24;41;43.9;17;20;22
jason-hernandez;SJ;21;19;1680;24;65;55.4;143;13;60
kosuke-kimura;RBNY;24;15;1575;24;40;45;47;11;31
gershon-koffie;VAN;26;21;1911;24;96;49;50;33;43
darren-o-dea;TOR;17;17;1530;24;98;69.4;127;19;33
joao-plata;RSL;29;19;1645;24;18;16.7;3;16;6
jermaine-taylor;HOU;26;26;2142;24;107;62.6;194;20;74
graham-zusi;SKC;27;26;2357;24;43;39.5;9;28;30
bernardo-anor;CLB;20;19;1663;23;82;53.7;11;34;21
brandon-barklage;RBNY;26;20;1723;23;41;58.5;76;31;35
matt-besler;SKC;23;23;2070;23;118;62.7;196;18;60
bobby-convey;TOR;21;20;1786;23;21;47.6;3;19;13
dilly-duka;CHI;31;24;1788;23;42;28.6;8;39;8
todd-dunivant;LA;25;25;2228;23;60;60;104;18;60
alan-gordon;SJ;24;17;1436;23;152;52;16;53;10
atiba-harris;COL;29;24;2012;23;239;61.9;31;52;28
ryan-johnson;POR;29;21;1770;23;181;40.3;17;25;8
daigo-kobayashi;VAN;30;21;1651;23;16;50;5;15;25
roy-miller;RBNY;17;16;1367;23;42;73.8;56;16;46
ashtone-morgan;TOR;22;20;1805;23;41;53.7;51;27;28
andy-o-brien;VAN;16;16;1400;23;56;69.6;152;10;57
jonathan-osorio;TOR;28;18;1697;23;15;33.3;27;15;20
josue-soto;CHV;18;12;1158;23;7;42.9;32;11;16
wil-trapp;CLB;16;16;1389;23;26;46.1;16;17;37
gale-agbossoumonde;TOR;13;12;1081;22;67;56.7;97;21;21
claudio-bieler;SKC;28;25;2109;22;47;25.5;16;35;10
jose-erick-correa;CHV;16;12;1054;22;67;35.8;9;18;4
warren-creavalle;HOU;27;17;1629;22;39;46.1;33;22;68
keon-daniel;PHI;24;20;1721;22;31;41.9;6;35;25
andrew-driver;HOU;26;20;1694;22;29;34.5;23;25;20
will-johnson;POR;28;28;2520;22;62;51.6;51;23;42
obafemi-martins;SEA;20;17;1466;22;48;18.8;0;17;2
brandon-mcdonald;DC;12;11;965;22;50;50;97;11;43
shane-o-neill;COL;26;24;2196;22;71;52.1;137;28;55
shea-salinas;SJ;28;24;1982;22;38;28.9;8;21;19
tony-tchani;CLB;22;13;1324;22;95;49.5;27;26;30
chris-wingert;RSL;21;20;1742;22;63;52.4;53;29;49
matias-laba;TOR;16;16;1414;21;15;40;13;19;49
rodney-wallace;POR;27;21;1972;21;91;40.7;37;35;31
matt-watson;VAN;21;15;1292;21;46;41.3;12;18;17
tristan-bowen;CHV;22;15;1173;20;52;26.9;16;23;6
edson-buddle;COL;24;19;1664;20;105;42.9;4;37;5
marc-burch;SEA;20;13;1158;20;19;47.4;20;13;25
doneil-henry;TOR;20;19;1651;20;116;53.5;129;27;61
stephen-mccarthy;NE;19;17;1564;20;77;72.7;122;20;50
kenny-miller;VAN;21;19;1643;20;61;36.1;18;20;13
darel-russell;TOR;18;10;924;20;34;67.7;19;21;25
luis-silva;DC;13;13;1042;20;15;6.7;1;8;1
joaquin-velazquez;CHV;12;12;985;20;56;50;89;14;34
agustin-viana;CLB;20;20;1519;20;64;68.8;63;33;49
jose-villarreal;LA;22;12;1109;20;32;43.8;0;22;3
joe-willis;DC;9;9;810;20;4;75;16;0;0
kellyn-acosta;DAL;13;11;1004;19;23;43.5;36;12;15
marky-delgado;CHV;16;13;1247;19;23;43.5;36;14;40
jack-jewsbury;POR;26;26;2240;19;53;50.9;83;24;67
heath-pearce;RBNY;14;11;1083;19;31;64.5;72;7;13
walter-vilchez;CHV;11;11;970;19;28;50;58;13;30
juan-luis-anangono;CHI;13;9;839;18;56;51.8;11;23;4
marvin-chavez;SJ;15;12;1053;18;14;14.3;4;22;14
benny-feilhaber;SKC;27;22;1774;18;32;40.6;7;26;26
robbie-findley;RSL;25;17;1260;18;82;39;10;8;7
adam-jahn;SJ;22;11;1059;18;104;45.2;15;16;7
robbie-keane;LA;23;22;1980;18;12;25;1;18;2
nick-labrocca;COL;24;16;1214;18;24;41.7;8;14;12
matt-lampson;CLB;13;13;1170;18;5;100;14;0;1
carlyle-mitchell;VAN;15;13;1179;18;86;76.7;138;12;19
sainey-nyassi;DC;14;7;676;18;19;57.9;12;15;10
brad-rusin;VAN;19;16;1391;18;72;59.7;125;8;57
saer-sene;NE;24;14;1217;18;11;45.5;5;17;11
andrew-wenger;MTL;24;8;853;18;45;40;8;17;4
ethan-white;DC;14;13;1098;18;32;56.3;93;11;21
ben-zemanski;POR;25;9;990;18;24;54.2;22;21;25
conor-doyle;DC;14;8;805;17;45;26.7;4;3;3
lovel-palmer;RSL;17;14;1198;17;37;56.8;62;16;30
daniele-paponi;MTL;16;8;800;17;40;35;5;9;1
ryan-richter;TOR;13;12;1118;17;39;74.4;52;17;44
a-j-soares;NE;18;17;1476;17;58;62.1;133;13;42
john-thorrington;DC;14;12;1052;17;14;28.6;5;17;30
;TOR;15;11;1072;16;64;29.7;3;18;3
servando-carrasco;SEA;19;13;1230;16;44;52.3;28;26;33
olmes-garcia;RSL;24;8;996;16;61;45.9;7;26;7
jared-jeffrey;DC;10;10;796;16;12;33.3;12;24;8
walter-martinez;SJ;15;10;919;16;15;40;9;15;22
julio-morales;CHV;17;9;769;16;43;25.6;4;14;4
brian-mullan;COL;16;15;1359;16;39;46.1;50;13;37
david-ousted;VAN;13;13;1170;16;3;100;14;0;1
steve-purdy;CHV;8;5;478;16;33;72.7;40;6;17
alvaro-saborio;RSL;16;15;1346;16;73;43.8;9;25;4
ben-speas;CLB;19;10;935;16;23;34.8;4;4;9
andrew-wiedeman;TOR;14;9;821;16;52;15.4;2;5;2
kalif-alhassan;POR;30;15;1324;15;30;30;11;20;8
arevalo-rios;CHI;9;9;780;15;24;45.8;15;5;26
greg-cochrane;LA;12;9;848;15;24;20.8;47;0;18
dimitry-imbongo;NE;21;11;1041;15;70;34.3;4;37;3
hector-jimenez;LA;26;14;1178;15;49;36.7;14;10;23
kei-kamara;SKC;15;10;1022;15;80;76.3;11;16;12
brad-knighton;VAN;11;11;990;15;3;100;7;0;0
darren-mattocks;VAN;20;8;911;15;63;41.3;9;14;2
carlos-salcedo;RSL;13;12;1069;15;38;44.7;86;18;30
chris-schuler;RSL;16;16;1440;15;53;67.9;148;14;72
khari-stephenson;RSL;19;9;791;15;27;40.7;12;17;21
collen-warner;MTL;17;9;876;15;21;52.4;15;24;15
joe-cannon;VAN;10;10;900;14;3;100;20;0;1
glauber;CLB;13;13;1169;14;45;66.7;88;26;69
dennis-iapichino;MTL;9;7;714;14;10;10;37;4;32
pa-modou-kah;POR;20;20;1721;14;110;60.9;164;23;45
peguy-luyindula;RBNY;22;9;863;14;44;34.1;1;8;2
sanna-nyassi;MTL;22;11;1162;14;40;30;10;12;11
juninho-pernambucano;RBNY;13;10;984;14;6;33.3;10;14;22
zach-scott;SEA;21;16;1458;14;77;62.3;100;33;45
jerry-bengtson;NE;16;12;1055;13;103;35.9;5;28;3
gabriel-farfan;CHV;14;10;844;13;24;45.8;20;23;16
antoine-hoppenot;PHI;30;2;732;13;23;43.5;0;15;5
paulo-nagamura;SKC;17;17;1468;13;39;33.3;17;25;28
erick-neres-da-cruz;DAL;9;8;652;13;31;51.6;16;13;13
logan-pause;CHI;15;11;904;13;14;50;11;7;24
matias-sanchez;CLB;14;10;820;13;14;35.7;16;32;25
luis-silva;TOR;14;11;940;13;20;30;9;12;13
blake-smith;MTL;16;0;276;13;4;25;2;2;3
paolo-tornaghi;CHI;6;6;540;13;3;66.7;5;0;0
eric-brunner;HOU;13;9;889;12;45;57.8;68;8;32
hogan-ephraim;TOR;11;9;775;12;34;32.4;5;5;10
taylor-kemp;DC;8;6;530;12;15;33.3;16;7;5
steven-lenhart;SJ;21;14;1322;12;165;53.9;22;36;8
fabinho;PHI;14;10;980;12;27;37;19;10;26
kekuta-manneh;VAN;20;6;764;12;27;25.9;3;1;9
justin-meram;CLB;19;9;781;12;34;47.1;11;13;15
tommy-meyer;LA;7;5;494;12;29;55.2;56;7;20
leonardo;LA;14;12;1106;12;64;59.4;93;13;23
andy-rose;SEA;18;9;888;12;78;48.7;25;17;26
marcos-sanchez;DC;9;6;508;12;13;7.7;3;4;11
juan-agudelo;NE;14;11;1021;11;54;37;8;40;4
justin-braun;TOR;21;8;779;11;58;31;5;22;6
cordell-cato;SJ;20;10;1030;11;26;34.6;5;13;9
ramiro-corrales;SJ;12;11;870;11;19;47.4;7;13;22
ethan-finlay;CLB;19;3;391;11;17;29.4;3;8;4
marvin-iraheta;CHV;13;5;551;11;15;53.3;9;16;19
shalrie-joseph;SEA;10;6;592;11;32;59.4;12;11;13
jose-kleberson;PHI;11;7;532;11;8;25;3;6;5
abdoulie-mansally;RSL;14;9;774;11;18;38.9;33;25;26
lawrence-olum;SKC;20;9;1001;11;34;50;40;16;34
soony-saad;SKC;23;15;1353;11;31;32.3;13;18;12
marcelo-saragosa;DC;8;4;410;11;18;50;14;7;17
chris-seitz;DAL;8;8;720;11;3;100;5;0;0
ibrahim-sekagya;RBNY;8;8;702;11;30;63.3;54;11;15
london-woodberry;DAL;8;3;363;11;33;39.4;26;1;24
yordany-alvarez;RSL;18;11;981;10;22;72.7;24;21;32
quincy-amarikwa;CHI;14;0;299;10;41;53.7;0;17;0
clint-dempsey;SEA;9;6;651;10;25;52;3;4;2
matthew-fondy;CHV;7;1;236;10;16;25;5;6;1
jaime-frias-flores;CHV;4;3;261;10;1;0;8;3;5
eric-hassli;DAL;15;4;429;10;14;28.6;3;10;3
patrick-ianni;SEA;9;7;705;10;43;65.1;76;9;26
peterson-joseph;SKC;23;14;1175;10;39;38.5;11;31;21
stephen-keel;DAL;8;5;497;10;19;47.4;30;3;10
lewis-neal;DC;9;5;491;10;3;33.3;8;4;5
ike-opara;SKC;18;15;1397;10;104;71.2;157;25;77
daniel-paladini;CHI;20;7;823;10;22;36.4;8;11;23
;SKC;16;10;844;10;28;35.7;8;11;16
alvaro-rey;TOR;13;9;770;10;10;10;2;8;8
martin-rivero;COL;16;6;705;10;17;29.4;2;9;2
wells-thompson;CHI;8;6;542;10;10;80;13;7;18
sebastian-velasquez;RSL;19;9;892;10;17;35.3;12;15;27
cam-weaver;HOU;22;6;709;10;95;54.7;6;22;2
nana-attakora;SJ;8;7;657;9;45;60;51;5;25
jeff-attinella;RSL;5;4;399;9;0;0;7;0;1
miller-bolanos;CHV;5;2;239;9;7;57.1;1;2;1
john-bostock;TOR;7;4;388;9;16;25;1;4;4
mamadou-danso;POR;16;15;1360;9;98;56.1;142;20;46
mauro-diaz;DAL;10;5;423;9;4;50;0;3;1
maicon-santos;CHI;15;1;379;9;29;37.9;3;7;1
ryan-finley;CLB;14;3;430;9;12;25;3;3;0
dan-gargan;SJ;8;6;591;9;22;45.5;25;8;23
eddie-gaven;CLB;10;10;900;9;47;38.3;10;13;26
eric-gehrig;CLB;6;6;540;9;28;46.4;62;4;18
kevan-george;CLB;11;3;435;9;31;48.4;27;8;17
erik-hurtado;VAN;15;4;489;9;26;46.1;3;13;4
michael-lahoud;PHI;9;3;464;9;5;60;4;8;4
mike-magee;LA;10;10;892;9;25;32;9;14;9
collin-martin;DC;7;4;359;9;4;25;2;8;1
german-mera;COL;13;6;577;9;33;63.6;43;7;22
martin-ponce;CHV;5;1;170;9;6;33.3;1;3;4
robbie-rogers;LA;11;7;602;9;24;54.2;6;12;4
carlos-ruiz;DC;13;5;528;9;26;38.5;2;3;3
lloyd-sam;RBNY;22;8;814;9;13;46.1;6;10;17
devon-sandoval;RSL;17;10;885;9;75;26.7;3;13;2
raphael-augusto;DC;7;5;395;9;3;33.3;2;6;9
mikael-silvestre;POR;8;8;688;9;45;55.6;56;11;31
michael-stephens;LA;21;8;775;9;3;33.3;6;9;4
jordan-stewart;SJ;12;12;1080;9;27;63;47;12;23
rafael;DC;7;4;331;9;17;35.3;3;2;1
juan-toja;NE;18;11;905;9;21;23.8;0;35;8
tony-cascio;COL;13;4;530;8;21;57.1;2;7;6
clarence-goodson;SJ;9;9;791;8;26;65.4;72;4;10
jason-johnson;HOU;13;4;428;8;11;63.6;6;8;4
adam-moffat;SEA;6;4;386;8;18;22.2;7;9;4
matt-reis;NE;12;12;995;8;6;100;8;1;1
brad-ring;SJ;3;3;270;8;11;54.5;21;1;8
cj-sapong;SKC;25;16;1551;8;146;56.2;23;39;17
conor-shanosky;DC;5;3;355;8;23;56.5;40;3;13
gabriel-torres;COL;7;5;507;8;8;12.5;0;2;1
kwame-watson-siriboe;RSL;7;7;630;8;17;58.8;39;10;23
mark-bloom;TOR;6;6;540;7;17;52.9;36;4;10
david-carney-x3750;RBNY;7;7;630;7;8;50;19;9;10
alex-caskey;SEA;10;5;430;7;11;27.3;4;4;11
jaime-castrillon;COL;11;2;371;7;14;50;3;7;5
carlo-chueca;CHV;5;1;148;7;4;25;1;1;4
jay-demerit;VAN;8;7;607;7;33;69.7;55;8;24
dennis-iapichino;DC;6;4;382;7;4;75;12;8;14
sherjill-macdonald;CHI;13;7;579;7;16;50;2;7;0
tim-melia;CHV;2;2;180;7;0;0;1;0;1
ryan-miller;POR;7;4;350;7;6;16.7;7;4;12
karl-ouimette;MTL;7;6;547;7;25;64;38;4;24
jaime-penedo;LA;9;9;810;7;0;0;12;0;1
alvas-powell;POR;5;4;382;7;9;44.4;10;3;11
jose-manuel-rivera;CHV;9;3;266;7;7;14.3;3;7;2
juan-agudelo;CHV;6;4;381;6;20;40;5;14;1
hernan-bernardello;MTL;8;8;626;6;6;33.3;7;10;10
danny-califf;TOR;4;4;354;6;22;72.7;35;4;4
andy-dorman;NE;12;3;400;6;19;31.6;12;8;10
ryan-guy;NE;11;8;636;6;45;35.6;7;4;14
ty-harden;SJ;7;7;596;6;28;60.7;41;5;19
mechack-jerome;SKC;10;8;677;6;29;65.5;25;2;31
aaron-maund;RSL;3;3;270;6;13;53.9;29;5;7
patrick-mclain;CHV;2;1;124;6;0;0;1;0;0
vicente-sanchez;COL;8;7;623;6;7;14.3;4;10;1
konrad-warzycha;CLB;13;2;272;6;16;43.8;4;6;3
darrius-barnes;NE;6;4;416;5;22;50;17;3;6
chad-barrett;NE;19;8;622;5;51;56.9;11;5;1
ruben-bover;RBNY;7;1;125;5;2;0;1;2;2
teal-bunbury;SKC;12;1;214;5;12;16.7;1;5;0
mike-chabala;HOU;4;1;158;5;6;33.3;12;0;2
brian-ching;HOU;14;0;232;5;24;45.8;2;7;1
kalifa-cisse;NE;6;6;456;5;13;69.2;13;11;18
bright-dike;TOR;7;5;430;5;35;31.4;3;10;1
terry-dunfield;TOR;4;4;311;5;12;66.7;10;7;5
jonas-elmer;TOR;3;1;128;5;5;100;6;2;0
gabriel-farfan;PHI;6;3;312;5;5;60;9;5;11
leo-fernandes;PHI;7;3;281;5;9;22.2;1;8;0
steven-kinney;CHI;2;2;180;5;5;80;15;1;10
wandrille-lefevre;MTL;6;4;397;5;11;36.4;31;3;22
alexander-lopez;HOU;2;1;88;5;0;0;1;0;0
pablo-mastroeni;LA;9;3;266;5;6;83.3;5;2;4
jack-mcbean;LA;15;7;554;5;52;21.1;5;6;3
brandon-mcdonald;RSL;3;3;270;5;11;36.4;19;3;7
ramon-nunez;DAL;10;0;253;5;2;0;3;2;0
frederic-piquionne;POR;21;7;783;5;103;60.2;29;20;2
alain-rochat;DC;5;4;404;5;20;75;19;4;5
maxim-tissot;MTL;6;3;303;5;9;22.2;7;2;3
jose-adolfo-valencia;POR;21;5;636;5;44;18.2;3;16;2
steve-zakuani;SEA;8;6;492;5;9;44.4;0;7;5
walker-zimmerman;DAL;7;4;411;5;20;45;38;2;3
kevin-alston;NE;9;6;523;4;15;46.7;23;7;18
yazid-atouba;CHI;3;0;55;4;2;0;0;1;0
diego-calderon;COL;4;4;304;4;9;55.6;15;4;12
david-estrada;SEA;17;4;498;4;23;47.8;3;4;3
marcus-hahnemann;SEA;4;4;360;4;1;100;5;0;0
kevin-harbottle;COL;4;4;269;4;1;0;0;1;0
tom-heinemann;VAN;14;3;286;4;45;44.4;1;11;3
corey-hertzog;VAN;7;6;428;4;22;31.8;5;2;1
rauwshan-mckenzie;POR;1;1;90;4;2;50;4;1;2
brian-rowe;LA;4;4;360;4;3;100;13;0;0
josh-saunders;RSL;3;3;231;4;3;66.7;9;0;0
aaron-schoenfeld;CLB;10;3;310;4;38;60.5;3;15;1
michael-seaton;DC;3;1;114;4;10;20;1;4;0
casey-townsend;DC;9;3;316;4;30;50;2;6;0
bradley-wright-phillips;RBNY;7;4;337;4;30;50;3;5;4
andre-akpan;RBNY;7;1;127;3;18;33.3;1;0;1
mehdi-ballouchy;SJ;5;1;118;3;3;66.7;0;2;0
kyle-bekker;TOR;9;3;335;3;7;28.6;7;5;5
giovani-casillas;CHV;5;2;182;3;0;0;1;0;2
